replicate	comparison	metric	estimate
509	different_identifier_matched_control	marker_jaccard	0.003911595796676441
510	same_label_same_identifier	any_shared_marker	0.5241935483870968
510	same_label_no_accepted_identifier	any_shared_marker	0.5161290322580645
510	same_identifier_different_label	any_shared_marker	0.4032258064516129
510	different_identifier_matched_control	any_shared_marker	0.008064516129032258
510	same_label_same_identifier	marker_jaccard	0.12146435099876875
510	same_label_no_accepted_identifier	marker_jaccard	0.13115427669429344
510	same_identifier_different_label	marker_jaccard	0.07100775568517505
510	different_identifier_matched_control	marker_jaccard	0.0007133995037220844
511	same_label_same_identifier	any_shared_marker	0.49193548387096775
511	same_label_no_accepted_identifier	any_shared_marker	0.5685483870967742
511	same_identifier_different_label	any_shared_marker	0.4637096774193548
511	different_identifier_matched_control	any_shared_marker	0.020161290322580645
511	same_label_same_identifier	marker_jaccard	0.10805837283528377
511	same_label_no_accepted_identifier	marker_jaccard	0.1339390687053671
511	same_identifier_different_label	marker_jaccard	0.08512841884817693
511	different_identifier_matched_control	marker_jaccard	0.003270609318996416
512	same_label_same_identifier	any_shared_marker	0.4475806451612903
512	same_label_no_accepted_identifier	any_shared_marker	0.5362903225806451
512	same_identifier_different_label	any_shared_marker	0.43951612903225806
512	different_identifier_matched_control	any_shared_marker	0.016129032258064516
512	same_label_same_identifier	marker_jaccard	0.10293220491197497
512	same_label_no_accepted_identifier	marker_jaccard	0.13561828115742267
512	same_identifier_different_label	marker_jaccard	0.0803438651665644
512	different_identifier_matched_control	marker_jaccard	0.001891321044546851
513	same_label_same_identifier	any_shared_marker	0.49193548387096775
513	same_label_no_accepted_identifier	any_shared_marker	0.5
513	same_identifier_different_label	any_shared_marker	0.4435483870967742
513	different_identifier_matched_control	any_shared_marker	0.020161290322580645
513	same_label_same_identifier	marker_jaccard	0.11167403385145319
513	same_label_no_accepted_identifier	marker_jaccard	0.11899680634144445
513	same_identifier_different_label	marker_jaccard	0.08422966482442287
513	different_identifier_matched_control	marker_jaccard	0.005145929339477727
514	same_label_same_identifier	any_shared_marker	0.4717741935483871
514	same_label_no_accepted_identifier	any_shared_marker	0.4596774193548387
514	same_identifier_different_label	any_shared_marker	0.4596774193548387
514	different_identifier_matched_control	any_shared_marker	0.03225806451612903
514	same_label_same_identifier	marker_jaccard	0.10412135408686765
514	same_label_no_accepted_identifier	marker_jaccard	0.11671447071695092
514	same_identifier_different_label	marker_jaccard	0.08330543553800195
514	different_identifier_matched_control	marker_jaccard	0.006763532166757974
515	same_label_same_identifier	any_shared_marker	0.5161290322580645
515	same_label_no_accepted_identifier	any_shared_marker	0.5604838709677419
515	same_identifier_different_label	any_shared_marker	0.4717741935483871
515	different_identifier_matched_control	any_shared_marker	0.008064516129032258
515	same_label_same_identifier	marker_jaccard	0.120137540550847
515	same_label_no_accepted_identifier	marker_jaccard	0.1364423635741235
515	same_identifier_different_label	marker_jaccard	0.0871900500932759
515	different_identifier_matched_control	marker_jaccard	0.0008000512032770097
516	same_label_same_identifier	any_shared_marker	0.5040322580645161
516	same_label_no_accepted_identifier	any_shared_marker	0.5766129032258065
516	same_identifier_different_label	any_shared_marker	0.4596774193548387
516	different_identifier_matched_control	any_shared_marker	0.016129032258064516
516	same_label_same_identifier	marker_jaccard	0.11537679719605715
516	same_label_no_accepted_identifier	marker_jaccard	0.13552485294064992
516	same_identifier_different_label	marker_jaccard	0.08875133142210942
516	different_identifier_matched_control	marker_jaccard	0.003074596774193549
517	same_label_same_identifier	any_shared_marker	0.5161290322580645
517	same_label_no_accepted_identifier	any_shared_marker	0.5483870967741935
517	same_identifier_different_label	any_shared_marker	0.4435483870967742
517	different_identifier_matched_control	any_shared_marker	0.020161290322580645
517	same_label_same_identifier	marker_jaccard	0.10938999824495556
517	same_label_no_accepted_identifier	marker_jaccard	0.1454243370218228
517	same_identifier_different_label	marker_jaccard	0.09228948793405624
517	different_identifier_matched_control	marker_jaccard	0.0024239896180941784
518	same_label_same_identifier	any_shared_marker	0.5564516129032258
518	same_label_no_accepted_identifier	any_shared_marker	0.5564516129032258
518	same_identifier_different_label	any_shared_marker	0.43951612903225806
518	different_identifier_matched_control	any_shared_marker	0.016129032258064516
518	same_label_same_identifier	marker_jaccard	0.12386563121732401
518	same_label_no_accepted_identifier	marker_jaccard	0.13305039691415393
518	same_identifier_different_label	marker_jaccard	0.07897190833623471
518	different_identifier_matched_control	marker_jaccard	0.004202245414294751
519	same_label_same_identifier	any_shared_marker	0.5362903225806451
519	same_label_no_accepted_identifier	any_shared_marker	0.5604838709677419
519	same_identifier_different_label	any_shared_marker	0.42338709677419356
519	different_identifier_matched_control	any_shared_marker	0.012096774193548387
519	same_label_same_identifier	marker_jaccard	0.12653201465938657
519	same_label_no_accepted_identifier	marker_jaccard	0.13020002964144195
519	same_identifier_different_label	marker_jaccard	0.08123851954497115
519	different_identifier_matched_control	marker_jaccard	0.0014046437433534208
520	same_label_same_identifier	any_shared_marker	0.4637096774193548
520	same_label_no_accepted_identifier	any_shared_marker	0.5161290322580645
520	same_identifier_different_label	any_shared_marker	0.47580645161290325
520	different_identifier_matched_control	any_shared_marker	0.020161290322580645
520	same_label_same_identifier	marker_jaccard	0.09967342746152168
520	same_label_no_accepted_identifier	marker_jaccard	0.11753449380690217
520	same_identifier_different_label	marker_jaccard	0.091027692987489
520	different_identifier_matched_control	marker_jaccard	0.00201787459851976
521	same_label_same_identifier	any_shared_marker	0.4596774193548387
521	same_label_no_accepted_identifier	any_shared_marker	0.4798387096774194
521	same_identifier_different_label	any_shared_marker	0.3911290322580645
521	different_identifier_matched_control	any_shared_marker	0.008064516129032258
521	same_label_same_identifier	marker_jaccard	0.1083876463343232
521	same_label_no_accepted_identifier	marker_jaccard	0.11771320969213574
521	same_identifier_different_label	marker_jaccard	0.06922870245925274
521	different_identifier_matched_control	marker_jaccard	0.0009240591397849462
522	same_label_same_identifier	any_shared_marker	0.46774193548387094
522	same_label_no_accepted_identifier	any_shared_marker	0.5483870967741935
522	same_identifier_different_label	any_shared_marker	0.47580645161290325
522	different_identifier_matched_control	any_shared_marker	0.0
522	same_label_same_identifier	marker_jaccard	0.10414940486965198
522	same_label_no_accepted_identifier	marker_jaccard	0.1331551341402258
522	same_identifier_different_label	marker_jaccard	0.09661563564255689
522	different_identifier_matched_control	marker_jaccard	0.0
523	same_label_same_identifier	any_shared_marker	0.5120967741935484
523	same_label_no_accepted_identifier	any_shared_marker	0.5241935483870968
523	same_identifier_different_label	any_shared_marker	0.4112903225806452
523	different_identifier_matched_control	any_shared_marker	0.012096774193548387
523	same_label_same_identifier	marker_jaccard	0.12066314554742853
523	same_label_no_accepted_identifier	marker_jaccard	0.12475284135412652
523	same_identifier_different_label	marker_jaccard	0.07458943715466486
523	different_identifier_matched_control	marker_jaccard	0.0012120775729646696
524	same_label_same_identifier	any_shared_marker	0.4838709677419355
524	same_label_no_accepted_identifier	any_shared_marker	0.5483870967741935
524	same_identifier_different_label	any_shared_marker	0.4153225806451613
524	different_identifier_matched_control	any_shared_marker	0.008064516129032258
524	same_label_same_identifier	marker_jaccard	0.11252435842312754
524	same_label_no_accepted_identifier	marker_jaccard	0.14212291749524597
524	same_identifier_different_label	marker_jaccard	0.08015814270854595
524	different_identifier_matched_control	marker_jaccard	0.001075268817204301
525	same_label_same_identifier	any_shared_marker	0.4959677419354839
525	same_label_no_accepted_identifier	any_shared_marker	0.5120967741935484
525	same_identifier_different_label	any_shared_marker	0.4798387096774194
525	different_identifier_matched_control	any_shared_marker	0.024193548387096774
525	same_label_same_identifier	marker_jaccard	0.10634969197469198
525	same_label_no_accepted_identifier	marker_jaccard	0.12033247257199325
525	same_identifier_different_label	marker_jaccard	0.08953177758621307
525	different_identifier_matched_control	marker_jaccard	0.004296274961597542
526	same_label_same_identifier	any_shared_marker	0.5120967741935484
526	same_label_no_accepted_identifier	any_shared_marker	0.5645161290322581
526	same_identifier_different_label	any_shared_marker	0.46774193548387094
526	different_identifier_matched_control	any_shared_marker	0.024193548387096774
526	same_label_same_identifier	marker_jaccard	0.11873632080285305
526	same_label_no_accepted_identifier	marker_jaccard	0.14132011903181121
526	same_identifier_different_label	marker_jaccard	0.09266734050000178
526	different_identifier_matched_control	marker_jaccard	0.003075687753107108
527	same_label_same_identifier	any_shared_marker	0.42338709677419356
527	same_label_no_accepted_identifier	any_shared_marker	0.5564516129032258
527	same_identifier_different_label	any_shared_marker	0.4475806451612903
527	different_identifier_matched_control	any_shared_marker	0.0
527	same_label_same_identifier	marker_jaccard	0.10275383831064572
527	same_label_no_accepted_identifier	marker_jaccard	0.11567614599563693
527	same_identifier_different_label	marker_jaccard	0.08202692903238444
527	different_identifier_matched_control	marker_jaccard	0.0
528	same_label_same_identifier	any_shared_marker	0.4959677419354839
528	same_label_no_accepted_identifier	any_shared_marker	0.532258064516129
528	same_identifier_different_label	any_shared_marker	0.4596774193548387
528	different_identifier_matched_control	any_shared_marker	0.016129032258064516
528	same_label_same_identifier	marker_jaccard	0.12207478789132016
528	same_label_no_accepted_identifier	marker_jaccard	0.13440288744852052
528	same_identifier_different_label	marker_jaccard	0.0848477910977911
528	different_identifier_matched_control	marker_jaccard	0.002095887982984757
529	same_label_same_identifier	any_shared_marker	0.5161290322580645
529	same_label_no_accepted_identifier	any_shared_marker	0.5040322580645161
529	same_identifier_different_label	any_shared_marker	0.4838709677419355
529	different_identifier_matched_control	any_shared_marker	0.012096774193548387
529	same_label_same_identifier	marker_jaccard	0.14287719876844637
529	same_label_no_accepted_identifier	marker_jaccard	0.12712426330784965
529	same_identifier_different_label	marker_jaccard	0.09016063461627978
529	different_identifier_matched_control	marker_jaccard	0.003629032258064516
530	same_label_same_identifier	any_shared_marker	0.4637096774193548
530	same_label_no_accepted_identifier	any_shared_marker	0.5120967741935484
530	same_identifier_different_label	any_shared_marker	0.4717741935483871
530	different_identifier_matched_control	any_shared_marker	0.020161290322580645
530	same_label_same_identifier	marker_jaccard	0.09684403857790955
530	same_label_no_accepted_identifier	marker_jaccard	0.11616861224902023
530	same_identifier_different_label	marker_jaccard	0.07772580900545796
530	different_identifier_matched_control	marker_jaccard	0.002448824104421827
531	same_label_same_identifier	any_shared_marker	0.4637096774193548
531	same_label_no_accepted_identifier	any_shared_marker	0.5725806451612904
531	same_identifier_different_label	any_shared_marker	0.4717741935483871
531	different_identifier_matched_control	any_shared_marker	0.020161290322580645
531	same_label_same_identifier	marker_jaccard	0.11566434861370196
531	same_label_no_accepted_identifier	marker_jaccard	0.14612605432992054
531	same_identifier_different_label	marker_jaccard	0.08765457640872726
531	different_identifier_matched_control	marker_jaccard	0.0017719770566070375
532	same_label_same_identifier	any_shared_marker	0.47580645161290325
532	same_label_no_accepted_identifier	any_shared_marker	0.5645161290322581
532	same_identifier_different_label	any_shared_marker	0.4153225806451613
532	different_identifier_matched_control	any_shared_marker	0.020161290322580645
532	same_label_same_identifier	marker_jaccard	0.11339876963020003
532	same_label_no_accepted_identifier	marker_jaccard	0.13818146022779998
532	same_identifier_different_label	marker_jaccard	0.08334645305411434
532	different_identifier_matched_control	marker_jaccard	0.0028465278791417314
533	same_label_same_identifier	any_shared_marker	0.5040322580645161
533	same_label_no_accepted_identifier	any_shared_marker	0.5
533	same_identifier_different_label	any_shared_marker	0.5080645161290323
533	different_identifier_matched_control	any_shared_marker	0.020161290322580645
533	same_label_same_identifier	marker_jaccard	0.11820605251551272
533	same_label_no_accepted_identifier	marker_jaccard	0.1209164734959327
533	same_identifier_different_label	marker_jaccard	0.09696366351074605
533	different_identifier_matched_control	marker_jaccard	0.002536162314388121
534	same_label_same_identifier	any_shared_marker	0.45564516129032256
534	same_label_no_accepted_identifier	any_shared_marker	0.5241935483870968
534	same_identifier_different_label	any_shared_marker	0.39919354838709675
534	different_identifier_matched_control	any_shared_marker	0.028225806451612902
534	same_label_same_identifier	marker_jaccard	0.0975317295313563
534	same_label_no_accepted_identifier	marker_jaccard	0.1326133399295761
534	same_identifier_different_label	marker_jaccard	0.0784337503235748
534	different_identifier_matched_control	marker_jaccard	0.002828039188487996
535	same_label_same_identifier	any_shared_marker	0.5241935483870968
535	same_label_no_accepted_identifier	any_shared_marker	0.5241935483870968
535	same_identifier_different_label	any_shared_marker	0.4879032258064516
535	different_identifier_matched_control	any_shared_marker	0.0
535	same_label_same_identifier	marker_jaccard	0.12454232299168258
535	same_label_no_accepted_identifier	marker_jaccard	0.13215809151108887
535	same_identifier_different_label	marker_jaccard	0.08244908093698416
535	different_identifier_matched_control	marker_jaccard	0.0
536	same_label_same_identifier	any_shared_marker	0.5483870967741935
536	same_label_no_accepted_identifier	any_shared_marker	0.5241935483870968
536	same_identifier_different_label	any_shared_marker	0.5040322580645161
536	different_identifier_matched_control	any_shared_marker	0.016129032258064516
536	same_label_same_identifier	marker_jaccard	0.12117489807165104
536	same_label_no_accepted_identifier	marker_jaccard	0.12324070325218424
536	same_identifier_different_label	marker_jaccard	0.09331691592721006
536	different_identifier_matched_control	marker_jaccard	0.002860983102918587
537	same_label_same_identifier	any_shared_marker	0.5282258064516129
537	same_label_no_accepted_identifier	any_shared_marker	0.5846774193548387
537	same_identifier_different_label	any_shared_marker	0.43951612903225806
537	different_identifier_matched_control	any_shared_marker	0.004032258064516129
537	same_label_same_identifier	marker_jaccard	0.12820078831404733
537	same_label_no_accepted_identifier	marker_jaccard	0.1465634572416951
537	same_identifier_different_label	marker_jaccard	0.085413130776034
537	different_identifier_matched_control	marker_jaccard	0.0008064516129032258
538	same_label_same_identifier	any_shared_marker	0.43548387096774194
538	same_label_no_accepted_identifier	any_shared_marker	0.5161290322580645
538	same_identifier_different_label	any_shared_marker	0.3911290322580645
538	different_identifier_matched_control	any_shared_marker	0.008064516129032258
538	same_label_same_identifier	marker_jaccard	0.11339132977237815
538	same_label_no_accepted_identifier	marker_jaccard	0.13659286107103946
538	same_identifier_different_label	marker_jaccard	0.06916622803719578
538	different_identifier_matched_control	marker_jaccard	0.0012480798771121351
539	same_label_same_identifier	any_shared_marker	0.5120967741935484
539	same_label_no_accepted_identifier	any_shared_marker	0.5443548387096774
539	same_identifier_different_label	any_shared_marker	0.4637096774193548
539	different_identifier_matched_control	any_shared_marker	0.016129032258064516
539	same_label_same_identifier	marker_jaccard	0.1329698202159315
539	same_label_no_accepted_identifier	marker_jaccard	0.12978340445058306
539	same_identifier_different_label	marker_jaccard	0.09572121295318638
539	different_identifier_matched_control	marker_jaccard	0.002136136712749616
540	same_label_same_identifier	any_shared_marker	0.4798387096774194
540	same_label_no_accepted_identifier	any_shared_marker	0.5483870967741935
540	same_identifier_different_label	any_shared_marker	0.46774193548387094
540	different_identifier_matched_control	any_shared_marker	0.008064516129032258
540	same_label_same_identifier	marker_jaccard	0.10267159375365582
540	same_label_no_accepted_identifier	marker_jaccard	0.1369448013524098
540	same_identifier_different_label	marker_jaccard	0.08626972825561535
540	different_identifier_matched_control	marker_jaccard	0.0009822167080231596
541	same_label_same_identifier	any_shared_marker	0.5080645161290323
541	same_label_no_accepted_identifier	any_shared_marker	0.5806451612903226
541	same_identifier_different_label	any_shared_marker	0.4838709677419355
541	different_identifier_matched_control	any_shared_marker	0.036290322580645164
541	same_label_same_identifier	marker_jaccard	0.11347887916302103
541	same_label_no_accepted_identifier	marker_jaccard	0.16565719541653817
541	same_identifier_different_label	marker_jaccard	0.10296325636992146
541	different_identifier_matched_control	marker_jaccard	0.0045599449833320805
542	same_label_same_identifier	any_shared_marker	0.5241935483870968
542	same_label_no_accepted_identifier	any_shared_marker	0.5443548387096774
542	same_identifier_different_label	any_shared_marker	0.4637096774193548
542	different_identifier_matched_control	any_shared_marker	0.024193548387096774
542	same_label_same_identifier	marker_jaccard	0.11470023138182656
542	same_label_no_accepted_identifier	marker_jaccard	0.13731835723852082
542	same_identifier_different_label	marker_jaccard	0.093052536357802
542	different_identifier_matched_control	marker_jaccard	0.004809907834101382
543	same_label_same_identifier	any_shared_marker	0.47580645161290325
543	same_label_no_accepted_identifier	any_shared_marker	0.532258064516129
543	same_identifier_different_label	any_shared_marker	0.46774193548387094
543	different_identifier_matched_control	any_shared_marker	0.024193548387096774
543	same_label_same_identifier	marker_jaccard	0.09515066545068168
543	same_label_no_accepted_identifier	marker_jaccard	0.1344644838910717
543	same_identifier_different_label	marker_jaccard	0.08374928031593117
543	different_identifier_matched_control	marker_jaccard	0.0033973251211154437
544	same_label_same_identifier	any_shared_marker	0.4798387096774194
544	same_label_no_accepted_identifier	any_shared_marker	0.5604838709677419
544	same_identifier_different_label	any_shared_marker	0.4717741935483871
544	different_identifier_matched_control	any_shared_marker	0.008064516129032258
544	same_label_same_identifier	marker_jaccard	0.11105832221225959
544	same_label_no_accepted_identifier	marker_jaccard	0.16400025617574057
544	same_identifier_different_label	marker_jaccard	0.09218122596621174
544	different_identifier_matched_control	marker_jaccard	0.0007360471070148489
545	same_label_same_identifier	any_shared_marker	0.49193548387096775
545	same_label_no_accepted_identifier	any_shared_marker	0.5524193548387096
545	same_identifier_different_label	any_shared_marker	0.46774193548387094
545	different_identifier_matched_control	any_shared_marker	0.020161290322580645
545	same_label_same_identifier	marker_jaccard	0.11613909434523886
545	same_label_no_accepted_identifier	marker_jaccard	0.14362788801284382
545	same_identifier_different_label	marker_jaccard	0.08678130883716748
545	different_identifier_matched_control	marker_jaccard	0.002437246892892054
546	same_label_same_identifier	any_shared_marker	0.5282258064516129
546	same_label_no_accepted_identifier	any_shared_marker	0.5403225806451613
546	same_identifier_different_label	any_shared_marker	0.4717741935483871
546	different_identifier_matched_control	any_shared_marker	0.020161290322580645
546	same_label_same_identifier	marker_jaccard	0.1311199944768493
546	same_label_no_accepted_identifier	marker_jaccard	0.15570275394332247
546	same_identifier_different_label	marker_jaccard	0.09512240441142245
546	different_identifier_matched_control	marker_jaccard	0.00310099846390169
547	same_label_same_identifier	any_shared_marker	0.5443548387096774
547	same_label_no_accepted_identifier	any_shared_marker	0.592741935483871
547	same_identifier_different_label	any_shared_marker	0.41935483870967744
547	different_identifier_matched_control	any_shared_marker	0.028225806451612902
547	same_label_same_identifier	marker_jaccard	0.11929874666582571
547	same_label_no_accepted_identifier	marker_jaccard	0.13593279866640123
547	same_identifier_different_label	marker_jaccard	0.08085118056358569
547	different_identifier_matched_control	marker_jaccard	0.0033218125960061446
548	same_label_same_identifier	any_shared_marker	0.5241935483870968
548	same_label_no_accepted_identifier	any_shared_marker	0.5524193548387096
548	same_identifier_different_label	any_shared_marker	0.43548387096774194
548	different_identifier_matched_control	any_shared_marker	0.012096774193548387
548	same_label_same_identifier	marker_jaccard	0.12017720281773887
548	same_label_no_accepted_identifier	marker_jaccard	0.1553018471170797
548	same_identifier_different_label	marker_jaccard	0.08155098709534193
548	different_identifier_matched_control	marker_jaccard	0.0016705069124423961
549	same_label_same_identifier	any_shared_marker	0.4959677419354839
549	same_label_no_accepted_identifier	any_shared_marker	0.4717741935483871
549	same_identifier_different_label	any_shared_marker	0.4637096774193548
549	different_identifier_matched_control	any_shared_marker	0.020161290322580645
549	same_label_same_identifier	marker_jaccard	0.12297424848193977
549	same_label_no_accepted_identifier	marker_jaccard	0.11169620465195186
549	same_identifier_different_label	marker_jaccard	0.08224042521362256
549	different_identifier_matched_control	marker_jaccard	0.002931387608806964
550	same_label_same_identifier	any_shared_marker	0.5040322580645161
550	same_label_no_accepted_identifier	any_shared_marker	0.5524193548387096
550	same_identifier_different_label	any_shared_marker	0.5120967741935484
550	different_identifier_matched_control	any_shared_marker	0.016129032258064516
550	same_label_same_identifier	marker_jaccard	0.11073070851771041
550	same_label_no_accepted_identifier	marker_jaccard	0.1388220197133284
550	same_identifier_different_label	marker_jaccard	0.09903593270528754
550	different_identifier_matched_control	marker_jaccard	0.0028092874867068412
551	same_label_same_identifier	any_shared_marker	0.49193548387096775
551	same_label_no_accepted_identifier	any_shared_marker	0.5161290322580645
551	same_identifier_different_label	any_shared_marker	0.45564516129032256
551	different_identifier_matched_control	any_shared_marker	0.020161290322580645
551	same_label_same_identifier	marker_jaccard	0.12912702226335881
551	same_label_no_accepted_identifier	marker_jaccard	0.13493955290490717
551	same_identifier_different_label	marker_jaccard	0.08414480344923891
551	different_identifier_matched_control	marker_jaccard	0.0033285895003162557
552	same_label_same_identifier	any_shared_marker	0.45161290322580644
552	same_label_no_accepted_identifier	any_shared_marker	0.5887096774193549
552	same_identifier_different_label	any_shared_marker	0.45161290322580644
552	different_identifier_matched_control	any_shared_marker	0.024193548387096774
552	same_label_same_identifier	marker_jaccard	0.09727304611189934
552	same_label_no_accepted_identifier	marker_jaccard	0.13757409155304254
552	same_identifier_different_label	marker_jaccard	0.0836786408299691
552	different_identifier_matched_control	marker_jaccard	0.004568169285911221
553	same_label_same_identifier	any_shared_marker	0.5282258064516129
553	same_label_no_accepted_identifier	any_shared_marker	0.5241935483870968
553	same_identifier_different_label	any_shared_marker	0.4596774193548387
553	different_identifier_matched_control	any_shared_marker	0.012096774193548387
553	same_label_same_identifier	marker_jaccard	0.12624603383913155
553	same_label_no_accepted_identifier	marker_jaccard	0.134359822150253
553	same_identifier_different_label	marker_jaccard	0.08734399659743587
553	different_identifier_matched_control	marker_jaccard	0.001955483439710195
554	same_label_same_identifier	any_shared_marker	0.4959677419354839
554	same_label_no_accepted_identifier	any_shared_marker	0.5403225806451613
554	same_identifier_different_label	any_shared_marker	0.4798387096774194
554	different_identifier_matched_control	any_shared_marker	0.016129032258064516
554	same_label_same_identifier	marker_jaccard	0.10738136751241589
554	same_label_no_accepted_identifier	marker_jaccard	0.12490794993641158
554	same_identifier_different_label	marker_jaccard	0.08451300142773104
554	different_identifier_matched_control	marker_jaccard	0.0019009216589861754
555	same_label_same_identifier	any_shared_marker	0.49193548387096775
555	same_label_no_accepted_identifier	any_shared_marker	0.5282258064516129
555	same_identifier_different_label	any_shared_marker	0.4879032258064516
555	different_identifier_matched_control	any_shared_marker	0.020161290322580645
555	same_label_same_identifier	marker_jaccard	0.12089730209424607
555	same_label_no_accepted_identifier	marker_jaccard	0.13268242142636139
555	same_identifier_different_label	marker_jaccard	0.09177654091375628
555	different_identifier_matched_control	marker_jaccard	0.003177803379416282
556	same_label_same_identifier	any_shared_marker	0.4596774193548387
556	same_label_no_accepted_identifier	any_shared_marker	0.5766129032258065
556	same_identifier_different_label	any_shared_marker	0.4596774193548387
556	different_identifier_matched_control	any_shared_marker	0.016129032258064516
556	same_label_same_identifier	marker_jaccard	0.11637520745383649
556	same_label_no_accepted_identifier	marker_jaccard	0.16516518958381224
556	same_identifier_different_label	marker_jaccard	0.08424049398314104
556	different_identifier_matched_control	marker_jaccard	0.0017905145929339476
557	same_label_same_identifier	any_shared_marker	0.5120967741935484
557	same_label_no_accepted_identifier	any_shared_marker	0.5080645161290323
557	same_identifier_different_label	any_shared_marker	0.4596774193548387
557	different_identifier_matched_control	any_shared_marker	0.020161290322580645
557	same_label_same_identifier	marker_jaccard	0.13696022108904113
557	same_label_no_accepted_identifier	marker_jaccard	0.12430191749816726
557	same_identifier_different_label	marker_jaccard	0.08461246743979192
557	different_identifier_matched_control	marker_jaccard	0.0026401689708141322
558	same_label_same_identifier	any_shared_marker	0.5201612903225806
558	same_label_no_accepted_identifier	any_shared_marker	0.5080645161290323
558	same_identifier_different_label	any_shared_marker	0.4838709677419355
558	different_identifier_matched_control	any_shared_marker	0.028225806451612902
558	same_label_same_identifier	marker_jaccard	0.10717479558735925
558	same_label_no_accepted_identifier	marker_jaccard	0.13339864268291143
558	same_identifier_different_label	marker_jaccard	0.08784097056748859
558	different_identifier_matched_control	marker_jaccard	0.0037927965851352946
559	same_label_same_identifier	any_shared_marker	0.4838709677419355
559	same_label_no_accepted_identifier	any_shared_marker	0.5362903225806451
559	same_identifier_different_label	any_shared_marker	0.4717741935483871
559	different_identifier_matched_control	any_shared_marker	0.024193548387096774
559	same_label_same_identifier	marker_jaccard	0.11013530040747782
559	same_label_no_accepted_identifier	marker_jaccard	0.13647505788256778
559	same_identifier_different_label	marker_jaccard	0.08860992146689489
559	different_identifier_matched_control	marker_jaccard	0.003293010752688172
560	same_label_same_identifier	any_shared_marker	0.46774193548387094
560	same_label_no_accepted_identifier	any_shared_marker	0.5161290322580645
560	same_identifier_different_label	any_shared_marker	0.43548387096774194
560	different_identifier_matched_control	any_shared_marker	0.012096774193548387
560	same_label_same_identifier	marker_jaccard	0.1061996140850505
560	same_label_no_accepted_identifier	marker_jaccard	0.14237042241398806
560	same_identifier_different_label	marker_jaccard	0.08365226843049424
560	different_identifier_matched_control	marker_jaccard	0.001646505376344086
561	same_label_same_identifier	any_shared_marker	0.4798387096774194
561	same_label_no_accepted_identifier	any_shared_marker	0.5040322580645161
561	same_identifier_different_label	any_shared_marker	0.5161290322580645
561	different_identifier_matched_control	any_shared_marker	0.016129032258064516
561	same_label_same_identifier	marker_jaccard	0.11833946572433414
561	same_label_no_accepted_identifier	marker_jaccard	0.14584840742804142
561	same_identifier_different_label	marker_jaccard	0.09763200509168252
561	different_identifier_matched_control	marker_jaccard	0.0017712126583094327
562	same_label_same_identifier	any_shared_marker	0.5241935483870968
562	same_label_no_accepted_identifier	any_shared_marker	0.5403225806451613
562	same_identifier_different_label	any_shared_marker	0.4112903225806452
562	different_identifier_matched_control	any_shared_marker	0.020161290322580645
562	same_label_same_identifier	marker_jaccard	0.12245573087306959
562	same_label_no_accepted_identifier	marker_jaccard	0.12691811024450061
562	same_identifier_different_label	marker_jaccard	0.07408420860448847
562	different_identifier_matched_control	marker_jaccard	0.004886712749615976
563	same_label_same_identifier	any_shared_marker	0.5
563	same_label_no_accepted_identifier	any_shared_marker	0.5403225806451613
563	same_identifier_different_label	any_shared_marker	0.46774193548387094
563	different_identifier_matched_control	any_shared_marker	0.012096774193548387
563	same_label_same_identifier	marker_jaccard	0.10619360478231447
563	same_label_no_accepted_identifier	marker_jaccard	0.1281708408605942
563	same_identifier_different_label	marker_jaccard	0.08498902629891719
563	different_identifier_matched_control	marker_jaccard	0.0016201036866359448
564	same_label_same_identifier	any_shared_marker	0.4596774193548387
564	same_label_no_accepted_identifier	any_shared_marker	0.5645161290322581
564	same_identifier_different_label	any_shared_marker	0.4032258064516129
564	different_identifier_matched_control	any_shared_marker	0.004032258064516129
564	same_label_same_identifier	marker_jaccard	0.10979044187763477
564	same_label_no_accepted_identifier	marker_jaccard	0.1397668098141857
564	same_identifier_different_label	marker_jaccard	0.07176952192073159
564	different_identifier_matched_control	marker_jaccard	0.0008064516129032258
565	same_label_same_identifier	any_shared_marker	0.4838709677419355
565	same_label_no_accepted_identifier	any_shared_marker	0.4959677419354839
565	same_identifier_different_label	any_shared_marker	0.4435483870967742
565	different_identifier_matched_control	any_shared_marker	0.012096774193548387
565	same_label_same_identifier	marker_jaccard	0.11063061519234119
565	same_label_no_accepted_identifier	marker_jaccard	0.13399811375193377
565	same_identifier_different_label	marker_jaccard	0.08047403425427617
565	different_identifier_matched_control	marker_jaccard	0.0017886683209263853
566	same_label_same_identifier	any_shared_marker	0.5362903225806451
566	same_label_no_accepted_identifier	any_shared_marker	0.5564516129032258
566	same_identifier_different_label	any_shared_marker	0.4596774193548387
566	different_identifier_matched_control	any_shared_marker	0.008064516129032258
566	same_label_same_identifier	marker_jaccard	0.12178604095409123
566	same_label_no_accepted_identifier	marker_jaccard	0.13527341783561822
566	same_identifier_different_label	marker_jaccard	0.08272651177359432
566	different_identifier_matched_control	marker_jaccard	0.0008145975887911372
567	same_label_same_identifier	any_shared_marker	0.5483870967741935
567	same_label_no_accepted_identifier	any_shared_marker	0.5362903225806451
567	same_identifier_different_label	any_shared_marker	0.4314516129032258
567	different_identifier_matched_control	any_shared_marker	0.016129032258064516
567	same_label_same_identifier	marker_jaccard	0.11329943183002954
567	same_label_no_accepted_identifier	marker_jaccard	0.12499488217619864
