"cellType"	"gene"	"log1p_FC"	"pct.ipf"	"pct.copd"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"80"	"ncMonocyte"	"SAMSN1"	-0.320937874539884	1	1	0.00266630519639076	0.00648804438348631	0.527928428885371
"81"	"ncMonocyte"	"S100A9"	0.422416552278589	0.96875	1	0.00266630519639076	0.00648804438348631	0.527928428885371
"82"	"ncMonocyte"	"DOCK4"	-0.507778451039945	0.9375	1	0.00268696787598928	0.00648804438348631	0.532019639445877
"83"	"ncMonocyte"	"XPO6"	-0.308067398064243	0.96875	1	0.00286623981744116	0.00676225862238456	0.56751548385335
"84"	"ncMonocyte"	"CREBL2"	-0.293793807436445	0.90625	1	0.00286883699131466	0.00676225862238456	0.568029724280303
"85"	"ncMonocyte"	"SIK3"	-0.389147189919249	1	1	0.00307942649960051	0.00708984240605699	0.609726446920901
"86"	"ncMonocyte"	"RNASEK"	0.277424715003745	0.96875	1	0.00307942649960051	0.00708984240605699	0.609726446920901
"87"	"ncMonocyte"	"INSR"	-0.364149729473782	0.9375	1	0.00349354385909407	0.00786047368296165	0.691721684100625
"88"	"ncMonocyte"	"PAPSS2"	-0.455760156239921	0.9375	1	0.00349354385909407	0.00786047368296165	0.691721684100625
"89"	"ncMonocyte"	"HMOX1"	0.32010394393516	0.96875	0.944444444444444	0.00360853990822188	0.008027987660988	0.714490901827932
"90"	"ncMonocyte"	"RPL35"	0.314215912775017	1	1	0.00380615431334064	0.00828152257188402	0.753618554041446
"91"	"ncMonocyte"	"RPL8"	0.411576462246392	1	1	0.00380615431334064	0.00828152257188402	0.753618554041446
"92"	"ncMonocyte"	"FOSL2"	-0.28176312335643	0.9375	1	0.00397448565737653	0.00855378434957124	0.786948160160554
"93"	"ncMonocyte"	"HSP90AB1"	0.295395800197012	0.96875	1	0.00408017745905627	0.00859441634992703	0.807875136893141
"94"	"ncMonocyte"	"SNX9"	-0.329661264923577	1	1	0.00408017745905627	0.00859441634992703	0.807875136893141
"95"	"ncMonocyte"	"LINC01619"	-0.334335351049129	1	1	0.0046811735335551	0.00975655115414641	0.926872359643909
"96"	"ncMonocyte"	"AFF1"	-0.251962323808502	0.9375	1	0.00480918865260254	0.00991895159599274	0.952219353215303
"97"	"ncMonocyte"	"OAZ1"	0.420709240388776	0.96875	1	0.00501003696553131	0.0100200739310626	0.9919873191752
"98"	"ncMonocyte"	"S100A6"	0.368863156415934	0.96875	1	0.00501003696553131	0.0100200739310626	0.9919873191752
"99"	"ncMonocyte"	"HLA-DPA1"	0.311725629345923	1	1	0.00501003696553131	0.0100200739310626	0.9919873191752
"100"	"ncMonocyte"	"TMSB10"	0.299627062490762	1	1	0.0303805717354752	0.0355938059386041	1
"101"	"ncMonocyte"	"ARID1B"	-0.276183585176048	0.9375	1	0.022976445591976	0.0287932672608307	1
"102"	"ncMonocyte"	"HIPK2"	-0.277132242977291	0.96875	1	0.00572951405323097	0.0103131252958157	1
"103"	"ncMonocyte"	"KLF6"	0.259226635666188	1	1	0.0165030570066422	0.0228503866245815	1
"104"	"ncMonocyte"	"PABPC1"	-0.377269041179745	1	1	0.00535913620305845	0.0102029708481305	1
