source_corpus	paper_id	paper_key	n_profiles	n_genes	n_distinct_marker_signatures	n_duplicate_profile_signatures	all_profiles_locally_identifiable	information_lower_bound_log2	greedy_local_panel_size	greedy_local_panel_genes	n_pairs	mean_jaccard	median_jaccard	q25_jaccard	q75_jaccard	pct_jaccard_eq_0	pct_jaccard_ge_0_10	pct_jaccard_ge_0_25	pct_jaccard_eq_1	mean_shared_genes
hca	0261_10.1038_s41467-020-20082-7_77f7a74c30	hca:0261_10.1038_s41467-020-20082-7_77f7a74c30	5	51	5	0	True	3	3	TP63; FOXN1; MCAM	10	0.12207093844457728	0.10025062656641603	0.05295566502463054	0.1858974358974359	0.0	0.5	0.1	0.0	2.8
hca	0315_10.1158_2159-8290.cd-21-0683_4c7216e47a	hca:0315_10.1158_2159-8290.cd-21-0683_4c7216e47a	5	23	5	0	True	3	3	DCN; INHBA; GZMH	10	0.09555555555555555	0.0	0.0	0.0	0.8	0.1	0.1	0.0	0.9
hca	0345_10.3389_fimmu.2021.645666_15198bd9bb	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	5	41	5	0	True	3	3	HSPA5; RHOA; CD79B	10	0.08451178451178451	0.0	0.0	0.0	0.8	0.2	0.2	0.0	2.1
hca	0407_10.1093_humrep_deac183_7b0f560d74	hca:0407_10.1093_humrep_deac183_7b0f560d74	5	31	5	0	True	3	3	DCN; DES; CD79B	10	0.01575757575757576	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.2
hca	0433_10.15252_embr.201540946_1830154973	hca:0433_10.15252_embr.201540946_1830154973	5	24	5	0	True	3	3	ARX; MAFB; PAX6	10	0.020192307692307693	0.0	0.0	0.0	0.8	0.1	0.0	0.0	0.2
hca	0450_10.1101_2020.06.30.174391_27363b5885	hca:0450_10.1101_2020.06.30.174391_27363b5885	5	47	5	0	True	3	3	PAX6; CALCA; RORA	10	0.04245614035087719	0.0	0.0	0.0	0.8	0.2	0.1	0.0	0.7
hca	0464_10.1126_science.aat5031_cfde7f776b	hca:0464_10.1126_science.aat5031_cfde7f776b	5	17	5	0	True	3	3	LYZ; CD14; CX3CL1	10	0.14718614718614717	0.0	0.0	0.06818181818181818	0.7	0.2	0.2	0.0	1.0
hca	0514_10.1016_j.stemcr.2021.12.008_8ef526797f	hca:0514_10.1016_j.stemcr.2021.12.008_8ef526797f	5	17	5	0	True	3	3	TYR; TYRP1; VEGFA	10	0.3294531857031857	0.23214285714285715	0.19419642857142858	0.3717948717948718	0.0	1.0	0.5	0.0	4.0
biorxiv	c55f45c7-7001-1014-966f-865cda24634e	biorxiv:c55f45c7-7001-1014-966f-865cda24634e	5	29	4	2	False	2	2	LUM; COL6A3	10	0.17830697957013747	0.09090909090909091	0.06220095693779904	0.1111111111111111	0.0	0.4	0.1	0.1	1.4
biorxiv	2696a317-6c07-1014-9562-d326b0aa508e	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	4	27	4	0	True	2	3	IL7R; CD4; CD74	6	0.015151515151515152	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.16666666666666666
biorxiv	2e0cb1c8-7146-1014-adb8-b57e9dddb191	biorxiv:2e0cb1c8-7146-1014-adb8-b57e9dddb191	4	25	4	0	True	2	3	SERPINE1; CCND1; CDC20	6	0.08637566137566137	0.08055555555555555	0.04821428571428571	0.1349206349206349	0.16666666666666666	0.5	0.0	0.0	1.0
biorxiv	37132c64-6c91-1014-a7ae-a25544128cc2	biorxiv:37132c64-6c91-1014-a7ae-a25544128cc2	4	12	4	0	True	2	3	C3; CXCL2; IFIT3	6	0.11428571428571428	0.0	0.0	0.21428571428571427	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	0.6666666666666666
biorxiv	380e1251-6c2c-1014-8b2d-a217f3491f5e	biorxiv:380e1251-6c2c-1014-8b2d-a217f3491f5e	4	16	4	0	True	2	3	LAG3; CD57; KLRB1	6	0.2342796092796093	0.15476190476190477	0.09340659340659341	0.22916666666666666	0.16666666666666666	0.6666666666666666	0.3333333333333333	0.0	2.8333333333333335
biorxiv	4c59ca94-6c5e-1014-84d0-e9a5aa46ffef	biorxiv:4c59ca94-6c5e-1014-84d0-e9a5aa46ffef	4	29	4	0	True	2	3	SLC7A2; ACPP; ACP5	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	50c888ca-6c09-1014-89ca-dc13eaf87e62	biorxiv:50c888ca-6c09-1014-89ca-dc13eaf87e62	4	10	4	0	True	2	3	CDH2; FTL; KDR	6	0.19623015873015873	0.15476190476190477	0.14285714285714285	0.19166666666666668	0.0	1.0	0.16666666666666666	0.0	1.1666666666666667
biorxiv	55d0fee5-7079-1014-8ef3-9aa3522a8f21	biorxiv:55d0fee5-7079-1014-8ef3-9aa3522a8f21	4	21	4	0	True	2	3	IFIT5; SIGLEC1; LAG3	6	0.14074074074074072	0.08333333333333333	0.07083333333333333	0.10416666666666666	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.0	1.1666666666666667
biorxiv	736bec2d-70bc-1014-bc7a-9d003fe8a69f	biorxiv:736bec2d-70bc-1014-bc7a-9d003fe8a69f	4	13	4	0	True	2	3	LAMB1; TIMP1; INHBA	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	7d48f408-80c3-1014-8100-959ab60f80b6	biorxiv:7d48f408-80c3-1014-8100-959ab60f80b6	4	18	4	0	True	2	3	IL1B; MARCO; CXCL12	6	0.015151515151515152	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.16666666666666666
biorxiv	88b6dd17-6fa5-1014-96e8-90837e572e81	biorxiv:88b6dd17-6fa5-1014-96e8-90837e572e81	4	16	4	0	True	2	3	CD44; VIM; DCX	6	0.08333333333333333	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.0	0.8333333333333334
biorxiv	8a79edc5-6e0d-1014-bd87-aa1de4068967	biorxiv:8a79edc5-6e0d-1014-bd87-aa1de4068967	4	36	4	0	True	2	3	GZMA; MARCO; TBX21	6	0.04141414141414142	0.045454545454545456	0.011363636363636364	0.06136363636363636	0.3333333333333333	0.0	0.0	0.0	0.8333333333333334
biorxiv	b88cbe76-6c0b-1014-a018-e498be98267a	biorxiv:b88cbe76-6c0b-1014-a018-e498be98267a	4	45	4	0	True	2	3	CD209; WNK1; SP100	6	0.03787878787878788	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.0	0.0	0.8333333333333334
biorxiv	caef9c14-6e13-1014-bca1-ba3172fec7b3	biorxiv:caef9c14-6e13-1014-bca1-ba3172fec7b3	4	14	4	0	True	2	3	DCN; CDH19; STAT1	6	0.07142857142857142	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.0	0.5
biorxiv	fc7595eb-733c-1014-9892-ed444a916a2a	biorxiv:fc7595eb-733c-1014-9892-ed444a916a2a	4	17	4	0	True	2	3	RORC; NRP1; XCR1	6	0.015151515151515152	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.16666666666666666
hca	0015_10.1126_science.aay3224_2393e60089	hca:0015_10.1126_science.aay3224_2393e60089	4	15	4	0	True	2	3	LAMP3; CHGA; FN1	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0033_10.26508_lsa.202000744_340b92b825	hca:0033_10.26508_lsa.202000744_340b92b825	4	25	4	0	True	2	3	CFTR; VIM; CST3	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0038_10.1038_s41586-022-04518-2_c7bd3c9981	hca:0038_10.1038_s41586-022-04518-2_c7bd3c9981	4	16	4	0	True	2	3	ELOVL5; DGAT2; PPARGC1A	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0046_10.1007_s00018-022-04559-w_6919bd92ba	hca:0046_10.1007_s00018-022-04559-w_6919bd92ba	4	25	4	0	True	2	3	PAX6; BEST2; FLT1	6	0.07777777777777778	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.0	1.1666666666666667
hca	0078_10.1038_s41586-021-03570-8_93e4f0be8b	hca:0078_10.1038_s41586-021-03570-8_93e4f0be8b	4	18	4	0	True	2	3	TP63; OAS3; PPARG	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0110_10.1038_s41586-019-1506-7_3d44de0941	hca:0110_10.1038_s41586-019-1506-7_3d44de0941	4	16	4	0	True	2	3	FGFR3; UNC5B; LAMP5	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0125_10.1016_j.celrep.2023.111994_fd20125b65	hca:0125_10.1016_j.celrep.2023.111994_fd20125b65	4	17	4	0	True	2	3	FMO1; TYR; ITGA6	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0142_10.1016_j.immuni.2023.01.032_b86bd8b65d	hca:0142_10.1016_j.immuni.2023.01.032_b86bd8b65d	4	17	4	0	True	2	3	CD44; IFNGR1; ITGAE	6	0.07142857142857142	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.0	0.5
hca	0247_10.1038_s41591-018-0096-5_140f8f392a	hca:0247_10.1038_s41591-018-0096-5_140f8f392a	4	24	4	0	True	2	3	TNFRSF9; MEF2C; GDF15	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0251_10.1038_s41588-023-01298-x_c85e8d4857	hca:0251_10.1038_s41588-023-01298-x_c85e8d4857	4	22	4	0	True	2	3	PROCR; NGFR; MCAM	6	0.022222222222222223	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.0	0.0	0.3333333333333333
hca	0255_10.1183_13993003.02441-2018_9965f84ef5	hca:0255_10.1183_13993003.02441-2018_9965f84ef5	4	26	4	0	True	2	3	FCN1; BIRC5; CD209	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2	hca:0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2	4	21	4	0	True	2	3	TYROBP; CLDN11; CD44	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0329_10.1164_rccm.201712-2410oc_fdd97d9097	hca:0329_10.1164_rccm.201712-2410oc_fdd97d9097	4	30	4	0	True	2	3	MARCO; TP63; TCL1A	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0338_10.3389_fnmol.2020.00134_d9eafa03d0	hca:0338_10.3389_fnmol.2020.00134_d9eafa03d0	4	22	4	0	True	2	3	TREM2; ACTB; TSPO	6	0.012820512820512822	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.16666666666666666
hca	0347_10.1186_s12943-021-01419-2_236ba26890	hca:0347_10.1186_s12943-021-01419-2_236ba26890	4	15	4	0	True	2	3	CXCL12; CCL2; COL1A1	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0359_10.1101_759902_400af2c5fc	hca:0359_10.1101_759902_400af2c5fc	4	35	4	0	True	2	3	PDGFRB; VIM; MYLK	6	0.010416666666666666	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.16666666666666666
hca	0362_10.1038_s41591-019-0733-7_d499f1b21b	hca:0362_10.1038_s41591-019-0733-7_d499f1b21b	4	13	4	0	True	2	3	STAT1; CD4; JAK3	6	0.023809523809523808	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.0	0.0	0.16666666666666666
hca	0387_10.1038_s41593-022-01061-1_5c1bbb5824	hca:0387_10.1038_s41593-022-01061-1_5c1bbb5824	4	19	4	0	True	2	3	CALB1; IGSF9B; GEM	6	0.06666666666666667	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.0	0.3333333333333333
hca	0406_10.1093_brain_awab446_1c9ee67691	hca:0406_10.1093_brain_awab446_1c9ee67691	4	17	4	0	True	2	3	CD74; CD44; CADPS2	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0419_10.1038_s41588-021-00806-1_d66603cd99	hca:0419_10.1038_s41588-021-00806-1_d66603cd99	4	30	4	0	True	2	3	TFAP2B; ERBB3; CHGA	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0422_10.1038_s41591-020-1040-z_d966e12866	hca:0422_10.1038_s41591-020-1040-z_d966e12866	4	38	4	0	True	2	3	ITGA1; YBX3; IL2RB	6	0.006944444444444444	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.0	0.16666666666666666
hca	0440_10.1186_s13073-023-01179-2_de903e74e7	hca:0440_10.1186_s13073-023-01179-2_de903e74e7	4	22	4	0	True	2	3	PDK4; THSD7A; TRPM3	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0457_10.1101_2024.02.02.578633_57d5a20898	hca:0457_10.1101_2024.02.02.578633_57d5a20898	4	15	4	0	True	2	3	MARCO; APOC3; CYP2E1	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0463_10.7554_elife.81525_0f73520e7f	hca:0463_10.7554_elife.81525_0f73520e7f	4	18	4	0	True	2	3	NEFM; CLEC11A; KRT18	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0471_10.1038_s41467-019-11947-7_0514f87944	hca:0471_10.1038_s41467-019-11947-7_0514f87944	4	17	4	0	True	2	3	IL32; GZMH; IFIT3	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	hca:0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	4	29	4	0	True	2	3	NFIX; PAX7; CD74	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0485_10.1038_s41467-021-26495-2_5e641690ff	hca:0485_10.1038_s41467-021-26495-2_5e641690ff	4	30	4	0	True	2	3	IGF1; PTN; AEBP1	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0490_10.1038_nsmb.2660_4e6a41d8b9	hca:0490_10.1038_nsmb.2660_4e6a41d8b9	4	16	4	0	True	2	3	KLF4; ATP1B3; FOXP1	6	0.16435185185185186	0.05555555555555555	0.0	0.12152777777777778	0.5	0.5	0.16666666666666666	0.0	0.8333333333333334
hca	0496_10.1038_s41593-020-00787-0_59956d4662	hca:0496_10.1038_s41593-020-00787-0_59956d4662	4	13	4	0	True	2	3	CUX2; LAMP5; BCL11B	6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	1219c420-6c6a-1014-afb9-e13c88e111ed	biorxiv:1219c420-6c6a-1014-afb9-e13c88e111ed	4	9	3	2	False	2	2	CD38; CD4	6	0.3333333333333333	0.25	0.0	0.5	0.5	0.5	0.5	0.16666666666666666	1.1666666666666667
biorxiv	1e500b21-6c04-1014-adde-c104b14bbdad	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad	4	13	4	0	True	2	2	LAG3; PDCD1	6	0.06845238095238095	0.0	0.0	0.09375	0.6666666666666666	0.3333333333333333	0.16666666666666666	0.0	0.5
biorxiv	46ff2083-6fc4-1014-a2bb-cccc45a311c7	biorxiv:46ff2083-6fc4-1014-a2bb-cccc45a311c7	4	21	4	0	True	2	2	FOXP1; ASCL1	6	0.07407407407407407	0.0	0.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.16666666666666666	0.0	0.6666666666666666
biorxiv	77d5f6bb-6c27-1014-a74d-a25d8b68d181	biorxiv:77d5f6bb-6c27-1014-a74d-a25d8b68d181	4	56	4	0	True	2	2	KLF6; GATA6	6	0.03049719887955182	0.028991596638655463	0.007142857142857143	0.03860294117647059	0.3333333333333333	0.0	0.0	0.0	0.8333333333333334
biorxiv	9a5466f2-6c88-1014-bd5d-ff8513618027	biorxiv:9a5466f2-6c88-1014-bd5d-ff8513618027	4	14	4	0	True	2	2	PTPRC; TBX21	6	0.1931818181818182	0.125	0.0	0.3352272727272727	0.5	0.5	0.5	0.0	2.0
biorxiv	9e5c18fc-76e5-1014-9f81-96148d260e0f	biorxiv:9e5c18fc-76e5-1014-9f81-96148d260e0f	4	9	4	0	True	2	2	CD44; S100B	6	0.2611111111111111	0.2	0.0	0.475	0.5	0.5	0.5	0.0	1.5
biorxiv	b629f2a0-6f39-1014-bcfe-d40330cad081	biorxiv:b629f2a0-6f39-1014-bcfe-d40330cad081	4	11	4	0	True	2	2	AURKA; HES4	6	0.14583333333333334	0.0	0.0	0.09375	0.6666666666666666	0.3333333333333333	0.16666666666666666	0.0	0.6666666666666666
biorxiv	e91c125a-709d-1014-bc43-9d192767cd15	biorxiv:e91c125a-709d-1014-bc43-9d192767cd15	4	33	4	0	True	2	2	PLAUR; PKM	6	0.3011104465709729	0.33625	0.23601973684210525	0.36272727272727273	0.0	1.0	0.6666666666666666	0.0	6.5
hca	0097_10.1038_s41586-019-1917-5_7f634d5353	hca:0097_10.1038_s41586-019-1917-5_7f634d5353	4	10	3	2	False	2	2	LHX6; MEIS2	6	0.16666666666666666	0.0	0.0	0.0	0.8333333333333334	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.5
hca	0106_10.1101_585901_f6794b9c1b	hca:0106_10.1101_585901_f6794b9c1b	4	9	3	2	False	2	2	CPE; MYL	6	0.4166666666666667	0.375	0.0	0.75	0.5	0.5	0.5	0.16666666666666666	1.6666666666666667
hca	0111_10.1038_s41586-020-2157-4_a7b8710c09	hca:0111_10.1038_s41586-020-2157-4_a7b8710c09	4	10	4	0	True	2	2	HLA-DPA1; HLA-DRA	6	0.06666666666666667	0.0	0.0	0.15000000000000002	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
hca	0186_10.1016_j.devcel.2020.01.033_6afe089f1e	hca:0186_10.1016_j.devcel.2020.01.033_6afe089f1e	4	15	4	0	True	2	2	ID2; PDPN	6	0.06428571428571428	0.0	0.0	0.07500000000000001	0.6666666666666666	0.3333333333333333	0.16666666666666666	0.0	0.5
hca	0260_10.1084_jem.20190811_d700cd1f81	hca:0260_10.1084_jem.20190811_d700cd1f81	4	19	4	0	True	2	2	LAMP3; CCL22	6	0.1351190476190476	0.12916666666666665	0.03125	0.23333333333333334	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	1.6666666666666667
hca	0313_10.1016_j.celrep.2022.110467_a2771a8ae7	hca:0313_10.1016_j.celrep.2022.110467_a2771a8ae7	4	23	4	0	True	2	2	WWTR1; LGR4	6	0.07895127748068924	0.041666666666666664	0.0	0.1090686274509804	0.5	0.3333333333333333	0.16666666666666666	0.0	1.0
hca	0396_10.7554_elife.62522_10df7c4591	hca:0396_10.7554_elife.62522_10df7c4591	4	6	3	2	False	2	2	ACE2; SLC6A20	6	0.6722222222222222	0.6	0.525	0.775	0.0	1.0	1.0	0.16666666666666666	3.3333333333333335
hca	0401_10.21203_rs.3.rs-151881_v1_d8e8733600	hca:0401_10.21203_rs.3.rs-151881_v1_d8e8733600	4	10	3	2	False	2	2	CD9; CTNNA2	6	0.3	0.2	0.0	0.4	0.5	0.5	0.5	0.16666666666666666	1.3333333333333333
biorxiv	ca1bf343-7250-1014-ba36-aacb127d711a	biorxiv:ca1bf343-7250-1014-ba36-aacb127d711a	4	4	1	4	False	0	0		6	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	4.0
biorxiv	0c5b4463-70b4-1014-b7ae-f953f2710002	biorxiv:0c5b4463-70b4-1014-b7ae-f953f2710002	3	25	3	0	True	2	2	SLC2A3; ACAT1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	1fa7b83f-6da7-1014-a69d-d257852e8dd1	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	3	19	3	0	True	2	2	CST7; TCF7	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	3491a20c-6c0b-1014-8496-82b032785c2c	biorxiv:3491a20c-6c0b-1014-8496-82b032785c2c	3	26	3	0	True	2	2	ABCC8; CHGB	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	38f92858-6c77-1014-a70a-b9d4e7b85d53	biorxiv:38f92858-6c77-1014-a70a-b9d4e7b85d53	3	7	3	0	True	2	2	IGF1; TIMP3	3	0.4563492063492063	0.3333333333333333	0.30952380952380953	0.5416666666666666	0.0	1.0	1.0	0.0	2.3333333333333335
biorxiv	396ad855-6e2e-1014-85f5-9bd33dea0f81	biorxiv:396ad855-6e2e-1014-85f5-9bd33dea0f81	3	20	3	0	True	2	2	CD4; VCAN	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	4d82e271-6c19-1014-9dbc-85c7d06c8caf	biorxiv:4d82e271-6c19-1014-9dbc-85c7d06c8caf	3	10	3	0	True	2	2	GABRE; PTPRZ1	3	0.047619047619047616	0.0	0.0	0.07142857142857142	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
biorxiv	581b3311-6d06-1014-8bb1-e34795ede71e	biorxiv:581b3311-6d06-1014-8bb1-e34795ede71e	3	10	3	0	True	2	2	PAX6; SOX5	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	5daa9342-6d02-1014-8cb5-fa421631d820	biorxiv:5daa9342-6d02-1014-8cb5-fa421631d820	3	22	3	0	True	2	2	RORA; TXK	3	0.07142857142857142	0.0	0.0	0.10714285714285714	0.6666666666666666	0.3333333333333333	0.0	0.0	1.0
biorxiv	6c7d90a7-6cd2-1014-aa88-ae3f4e676730	biorxiv:6c7d90a7-6cd2-1014-aa88-ae3f4e676730	3	18	3	0	True	2	2	FGF10; MYL7	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	6f8501d1-6fb7-1014-a0e2-ce465eab4dbd	biorxiv:6f8501d1-6fb7-1014-a0e2-ce465eab4dbd	3	16	3	0	True	2	2	CS; ITGAE	3	0.061111111111111116	0.08333333333333333	0.041666666666666664	0.09166666666666667	0.3333333333333333	0.3333333333333333	0.0	0.0	0.6666666666666666
biorxiv	72d8cdf5-6fa5-1014-b805-ea9c7c557043	biorxiv:72d8cdf5-6fa5-1014-b805-ea9c7c557043	3	14	3	0	True	2	2	TYROBP; CXCL13	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	750a2ba6-6eaa-1014-b156-e23e824a62e0	biorxiv:750a2ba6-6eaa-1014-b156-e23e824a62e0	3	19	3	0	True	2	2	TBX21; TCF7	3	0.1534391534391534	0.07142857142857142	0.06349206349206349	0.20238095238095238	0.0	0.3333333333333333	0.3333333333333333	0.0	1.6666666666666667
biorxiv	824fd1db-6db8-1014-aa73-9a84848dcec3	biorxiv:824fd1db-6db8-1014-aa73-9a84848dcec3	3	9	3	0	True	2	2	MYL9; ACTA2	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	83c8ac0b-6e16-1014-a00e-d78ba7f4ca02	biorxiv:83c8ac0b-6e16-1014-a00e-d78ba7f4ca02	3	10	3	0	True	2	2	GIPR; GHRHR	3	0.047619047619047616	0.0	0.0	0.07142857142857142	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
biorxiv	8f45ef4c-6d70-1014-815c-a556cc0c38ce	biorxiv:8f45ef4c-6d70-1014-815c-a556cc0c38ce	3	13	3	0	True	2	2	CST7; CD79A	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	99e5c433-6bf4-1014-a840-83babdf09f03	biorxiv:99e5c433-6bf4-1014-a840-83babdf09f03	3	8	3	0	True	2	2	CD69; IRF1	3	0.13333333333333333	0.0	0.0	0.2	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	0.6666666666666666
biorxiv	9b741001-784a-1014-b0c0-93f88f9233f4	biorxiv:9b741001-784a-1014-b0c0-93f88f9233f4	3	14	3	0	True	2	2	SNAI2; PTPRC	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	9c7f8281-6c21-1014-a6df-b6c543b29cb8	biorxiv:9c7f8281-6c21-1014-a6df-b6c543b29cb8	3	13	3	0	True	2	2	CD38; CD22	3	0.047619047619047616	0.0	0.0	0.07142857142857142	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
biorxiv	a6ffed23-717d-1014-ae02-d2e67f78dddd	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	3	9	3	0	True	2	2	CD4; LYZ	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	a96dba70-6cf7-1014-a294-bf2ca6d364a0	biorxiv:a96dba70-6cf7-1014-a294-bf2ca6d364a0	3	32	3	0	True	2	2	CFLAR; CDC27	3	0.013888888888888888	0.0	0.0	0.020833333333333332	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333
biorxiv	acd52af7-6c95-1014-8d0b-873ff14c4a57	biorxiv:acd52af7-6c95-1014-8d0b-873ff14c4a57	3	22	3	0	True	2	2	FYN; ANLN	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
biorxiv	bd0ff218-6c18-1014-ac36-a01faa0bb6b7	biorxiv:bd0ff218-6c18-1014-ac36-a01faa0bb6b7	3	20	3	0	True	2	2	CD4; TRBV4-2	3	0.06666666666666667	0.0	0.0	0.1	0.6666666666666666	0.3333333333333333	0.0	0.0	0.3333333333333333
biorxiv	d95eb71e-714d-1014-9dc7-c3da2c2efb45	biorxiv:d95eb71e-714d-1014-9dc7-c3da2c2efb45	3	14	3	0	True	2	2	LGALS1; MYBL2	3	0.030303030303030304	0.0	0.0	0.045454545454545456	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333
biorxiv	de6d33dd-734f-1014-a302-e21bedf0ba65	biorxiv:de6d33dd-734f-1014-a302-e21bedf0ba65	3	15	3	0	True	2	2	TNFRSF9; TCF7	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0008_10.1016_j.cels.2016.09.002_fd6b21337a	hca:0008_10.1016_j.cels.2016.09.002_fd6b21337a	3	38	3	0	True	2	2	ARX; FTL	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0037_10.1038_s41593-019-0539-4_24ef44df9e	hca:0037_10.1038_s41593-019-0539-4_24ef44df9e	3	23	3	0	True	2	2	TBXAS1; SYT1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0043_10.1038_s41556-023-01108-w_511ea5e6f6	hca:0043_10.1038_s41556-023-01108-w_511ea5e6f6	3	13	3	0	True	2	2	DAZL; KRT18	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hca	0096_10.1126_sciadv.abo2467_05989af98e	hca:0096_10.1126_sciadv.abo2467_05989af98e	3	18	3	0	True	2	2	CD74; FBXO7	3	0.047619047619047616	0.0	0.0	0.07142857142857142	0.6666666666666666	0.3333333333333333	0.0	0.0	0.6666666666666666
hca	0101_10.1038_s41467-020-15647-5_d22ec8f4b6	hca:0101_10.1038_s41467-020-15647-5_d22ec8f4b6	3	8	3	0	True	2	2	TNC; COL1A1	3	0.19999999999999998	0.0	0.0	0.3	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	1.0
hca	0162_10.1016_j.kint.2021.11.031_93f85a569c	hca:0162_10.1016_j.kint.2021.11.031_93f85a569c	3	9	3	0	True	2	2	ITGA3; NPHS2	3	0.16666666666666666	0.0	0.0	0.25	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	1.0
