source_corpus	paper_id	paper_key	n_profiles	n_genes	n_distinct_marker_signatures	n_duplicate_profile_signatures	all_profiles_locally_identifiable	information_lower_bound_log2	greedy_local_panel_size	greedy_local_panel_genes	n_pairs	mean_jaccard	median_jaccard	q25_jaccard	q75_jaccard	pct_jaccard_eq_0	pct_jaccard_ge_0_10	pct_jaccard_ge_0_25	pct_jaccard_eq_1	mean_shared_genes
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	30	89	28	3	False	5	26	ASPM; VWF; COL1A2; CLEC4C; PTPRB; IBSP; MSR1; ABCC9; FBLN1; ITGA8; CXCL2; MMP9; C6; NAMPT; CLNK; GNLY; IL1R2; IL18R1; PROX1; COL4A2; BLK; SKAP1; DCN; CUX2; CENPE	435	0.0146360153256705	0.0	0.0	0.0	0.9770114942528736	0.022988505747126436	0.01839080459770115	0.006896551724137931	0.05517241379310345
hca	0364_10.1161_circulationaha.120.046528_00aa2deb4c	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	29	109	27	4	False	5	22	MYL9; FOS; COL1A2; TXNIP; TUBA1B; CCL4; MGP; MERTK; VCAN; TNFRSF9; IL4R; CREM; VWF; KLRB1; PDGFRB; GNLY; FLT3; DNAJA1; NFKB1; STMN1; MYH11; FBN1	406	0.013488598156085841	0.0	0.0	0.0	0.9556650246305419	0.03201970443349754	0.022167487684729065	0.0049261083743842365	0.0812807881773399
hca	0290_10.1101_235499_566cff6e3c	hca:0290_10.1101_235499_566cff6e3c	29	100	28	2	False	5	20	TCF21; PAX2; GATA3; CTGF; KDR; COL3A1; TNNI1; ROBO2; PECAM1; DCN; TYROBP; COL9A3; HBG1; CDH1; WT1; CDH6; MYOG; MEIS1; MEF2C; ELAVL4	406	0.013956661154937015	0.0	0.0	0.0	0.9187192118226601	0.04926108374384237	0.007389162561576354	0.0024630541871921183	0.10837438423645321
hca	0090_10.1038_s41586-021-03852-1_eec89a5e36	hca:0090_10.1038_s41586-021-03852-1_eec89a5e36	27	123	27	0	True	5	26	CCL20; CCL21; CFTR; SOX8; TFAP2B; CLDN11; CLCA1; BEST2; ANO2; GAL; TRPM5; CHGB; CPA1; OLFM4; CA2; CALCA; RBP2; AKAP7; EFNB2; TPH1; TOP2A; ITGB7; NXPH2; SELE; PROX1	351	0.0007733007733007734	0.0	0.0	0.0	0.9943019943019943	0.002849002849002849	0.0	0.0	0.005698005698005698
hca	0089_10.1038_s41586-020-2797-4_6e65d21b5d	hca:0089_10.1038_s41586-020-2797-4_6e65d21b5d	26	106	26	0	True	5	25	ALDH1A2; CNN1; CD38; CX3CL1; SEMA3G; DCN; NRXN3; TNC; IL4R; MYH7; TREM2; MSLN; CRYAB; VWF; BACH2; ADGRL2; PRX; PROX1; TNNT2; GPAM; LYVE1; SOX5; FHL1; HAMP; CDH13	325	0.0007472527472527472	0.0	0.0	0.0	0.9938461538461538	0.006153846153846154	0.0	0.0	0.006153846153846154
hca	0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	26	155	26	0	True	5	21	CXCR6; IL7R; GZMB; VCAN; MYC; CXCR5; FGR; ICA1; ZBTB32; TYROBP; CD74; CHI3L2; IL4R; CCR7; IKZF2; COCH; LTB; LYZ; LGALS1; GZMK; STMN1	325	0.01314317413628844	0.0	0.0	0.0	0.9230769230769231	0.04	0.009230769230769232	0.0	0.1723076923076923
biorxiv	219b21d9-7007-1014-9157-ab439216a355	biorxiv:219b21d9-7007-1014-9157-ab439216a355	24	70	23	2	False	5	21	ACTA2; POSTN; GPNMB; MX1; TNFRSF11B; MSMO1; CDH19; FBLN1; BIRC5; ITGA6; MYBL2; RARRES2; PTGDS; VWF; CDC20; ITGA8; STMN1; CD276; OAS2; RERGL; STEAP4	276	0.010645272601794343	0.0	0.0	0.0	0.9637681159420289	0.036231884057971016	0.018115942028985508	0.0036231884057971015	0.06159420289855073
hca	0465_10.1016_j.cell.2020.12.016_af8ed7d941	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	24	85	24	0	True	5	21	VIM; BMP5; NEUROD1; NPY; THY1; TGFBR3; CEACAM1; FCN1; CCDC80; WFDC2; CD79A; PHOX2B; CTSC; KLRB1; SMOC2; SLC5A7; CCR7; CPA3; TOP2A; CHGA; BEST4	276	0.003109903381642512	0.0	0.0	0.0	0.9818840579710145	0.018115942028985508	0.0	0.0	0.021739130434782608
hca	0109_10.7554_elife.91792.1_056dda27be	hca:0109_10.7554_elife.91792.1_056dda27be	24	78	24	0	True	5	20	FCGR3A; ITGAE; ACTA2; RORC; TYROBP; FCN1; GNLY; FOXP3; TRPM5; LYZ; CRYAB; APOC3; CR2; BATF3; EFNB2; CLEC10A; MERTK; NOTCH3; NCR2; CD3D	276	0.008804922935357718	0.0	0.0	0.0	0.9637681159420289	0.036231884057971016	0.010869565217391304	0.0	0.05434782608695652
hca	0085_10.1073_pnas.2200914119_3dd916fb05	hca:0085_10.1073_pnas.2200914119_3dd916fb05	23	102	23	0	True	5	18	BCAS1; KRT12; DCN; NOTCH3; KRT14; COL15A1; JAG1; ATP1A2; CDH19; TYR; KRT15; DCT; PTPRC; BIRC5; RARRES1; PAX6; SELE; CEMIP	253	0.01395525659879727	0.0	0.0	0.0	0.924901185770751	0.05928853754940711	0.011857707509881422	0.0	0.09881422924901186
hca	0384_10.1038_s41422-021-00529-2_d6c8237ebe	hca:0384_10.1038_s41422-021-00529-2_d6c8237ebe	22	64	22	0	True	5	16	BCL11B; EOMES; IL7R; PTGDR2; TCF7; NRP1; CD34; ITGAE; GATA3; RORC; HSP90AA1; NFIL3; PTGS2; MECOM; GZMB; KRT81	231	0.01977661588051198	0.0	0.0	0.0	0.9004329004329005	0.07792207792207792	0.012987012987012988	0.0	0.12987012987012986
hca	0284_10.1002_hep4.1854_fe09f5fe1e	hca:0284_10.1002_hep4.1854_fe09f5fe1e	21	82	20	2	False	5	18	KRT7; ACTA2; RBP1; FGFR3; AOX1; MARCO; LYZ; CYP3A5; IL32; DCN; APOC3; KRT18; CNN2; TGFB1; VWF; PROX1; IL6; PIGR	210	0.02995498645211162	0.0	0.0	0.0	0.8952380952380953	0.08571428571428572	0.03333333333333333	0.004761904761904762	0.2619047619047619
biorxiv	e2efdcad-73c4-1014-9c6c-8a89f519fd2d	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	21	93	20	2	False	5	15	CCR7; CTLA4; CD69; PRF1; CCL3; VIM; VCAN; TIGIT; COL11A1; ACTA2; GZMK; STAT1; TNFRSF1B; TCF7; C3	210	0.029062581655749355	0.0	0.0	0.0	0.8904761904761904	0.0761904761904762	0.0380952380952381	0.004761904761904762	0.28095238095238095
hca	0307_10.1038_s41419-021-03724-6_32b837a8da	hca:0307_10.1038_s41419-021-03724-6_32b837a8da	21	33	13	12	False	4	10	HLA-C; KRT14; KRT1; PTPRC; SOX10; COL1A1; CD200; ABCC3; CD34; HLA-DRA	210	0.1314474678760393	0.0	0.0	0.0	0.7571428571428571	0.24285714285714285	0.1619047619047619	0.06666666666666667	0.6238095238095238
hca	0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	20	81	20	0	True	5	18	CD79A; CD3D; CLCA1; ERBB3; PAG1; FCN1; CHGB; OLFM4; NKG7; COL1A1; KRT18; RBP2; IL1R1; SDC1; BMP4; CPA3; TOP2A; C1QC	190	0.0017862838915470493	0.0	0.0	0.0	0.9894736842105263	0.005263157894736842	0.005263157894736842	0.0	0.021052631578947368
biorxiv	446f40c7-6f7f-1014-8708-b70b3848c315	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	20	68	20	0	True	5	17	TFF2; CHGB; PGA4; TFF3; CD4; ADAM28; MYLK; CDH17; CXCL2; OLFM4; SFRP1; PLAT; ATP4A; PGC; RERGL; MAOB; STMN1	190	0.008157894736842104	0.0	0.0	0.0	0.9578947368421052	0.042105263157894736	0.005263157894736842	0.0	0.05263157894736842
hca	0366_10.1038_s41467-021-22164-6_097f05776f	hca:0366_10.1038_s41467-021-22164-6_097f05776f	20	97	19	2	False	5	12	GZMB; ENTPD1; BTLA; TCF7; CD40LG; IFNG; IL2; RORC; GZMA; TOX2; TNFSF8; GZMK	190	0.030030105848242585	0.0	0.0	0.0	0.7947368421052632	0.10526315789473684	0.02631578947368421	0.005263157894736842	0.3894736842105263
hca	0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904	19	51	18	2	False	5	17	WIF1; MMRN1; AQP4; CD163; SLC7A2; SEMA3G; NGFR; WFDC1; PRX; CASQ2; FGF10; PLP1; VCAN; ADGRG6; SOX9; PAX8; DACH1	171	0.018908382066276805	0.0	0.0	0.0	0.9590643274853801	0.04093567251461988	0.029239766081871343	0.005847953216374269	0.07602339181286549
hca	0099_10.1126_sciimmunol.abl9165_5f9974d5f2	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	19	63	16	6	False	4	13	GZMB; CCR7; CTLA4; C1QC; ITGAE; AREG; IL23A; LAG3; NR4A1; FSCN1; NKG7; CD68; CLEC10A	171	0.03826506501945098	0.0	0.0	0.0	0.8713450292397661	0.07602339181286549	0.04093567251461988	0.017543859649122806	0.2982456140350877
hca	0302_10.1016_j.isci.2022.104772_3e028c0be0	hca:0302_10.1016_j.isci.2022.104772_3e028c0be0	19	61	15	7	False	4	12	DGAT2; TREM2; PDGFRB; PPARG; CD34; CD38; MLXIPL; CMA1; LGMN; RAPGEF3; NKG7; HLA-DPA1	171	0.04226770630279402	0.0	0.0	0.0	0.8947368421052632	0.08187134502923976	0.04678362573099415	0.029239766081871343	0.2046783625730994
hca	0243_10.1038_s41586-023-05915-x_2f4aafa6a2	hca:0243_10.1038_s41586-023-05915-x_2f4aafa6a2	18	70	18	0	True	5	17	GCG; NFIX; CD4; CLCA1; SYT1; TRPM5; CDH19; NOTCH3; RFX3; ACTA2; WNT5B; HAND1; AMPD1; PPARG; KLF4; SCGN; HDC	153	0.0021786492374727667	0.0	0.0	0.0	0.9934640522875817	0.006535947712418301	0.006535947712418301	0.0	0.013071895424836602
hca	0124_10.1126_science.aba6500_a77c502bf7	hca:0124_10.1126_science.aba6500_a77c502bf7	18	88	18	0	True	5	16	RGS1; ICAM1; COL1A1; C1QC; IL7R; IFNG; CFLAR; FOXP3; GZMB; CNFN; CCND1; SELE; MARCO; MMP2; GATA3; NR4A1	153	0.00735199056998365	0.0	0.0	0.0	0.954248366013072	0.0392156862745098	0.006535947712418301	0.0	0.0718954248366013
hca	0042_10.1126_sciadv.aau4788_744a251f24	hca:0042_10.1126_sciadv.aau4788_744a251f24	18	146	18	0	True	5	14	ACTA2; PERP; CD74; LYVE1; GZMA; HPGD; IFNGR1; BDKRB1; CP; OGN; CD9; CHI3L2; GZMB; PAGE4	153	0.01606042494617739	0.0	0.0	0.0	0.9019607843137255	0.05228758169934641	0.0196078431372549	0.0	0.26143790849673204
hca	0094_10.1073_pnas.2404775121_07bae216d2	hca:0094_10.1073_pnas.2404775121_07bae216d2	18	82	18	0	True	5	14	FOXJ1; MYH11; RUNX3; FOXM1; IHH; EPCAM; MEOX1; FOXC1; COL1A1; SCGB2A2; PROX1; E2F2; MCAM; PAX8	153	0.019831629880649487	0.0	0.0	0.0	0.9150326797385621	0.06535947712418301	0.032679738562091505	0.0	0.16993464052287582
biorxiv	9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	18	64	18	0	True	5	12	CD69; PRDM1; IFNG; CD57; KLRB1; IL1B; CD83; S100A8; GZMA; TRAF5; RORC; CCR4	153	0.03242954661639783	0.0	0.0	0.0	0.8562091503267973	0.1111111111111111	0.05228758169934641	0.0	0.27450980392156865
hca	0184_10.1016_j.cell.2021.07.023_f621bea088	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	17	72	17	0	True	5	14	IFIT3; VCAN; CXCL2; EGR1; KRT7; IFI6; FOXJ1; CD79B; CD2; CP; TBX21; FTL; CTSD; IL1B	136	0.013383028650056514	0.0	0.0	0.0	0.9264705882352942	0.058823529411764705	0.014705882352941176	0.0	0.09558823529411764
hca	0474_10.3389_fimmu.2021.689019_ff96e36403	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	17	82	17	0	True	5	14	XCL1; GNLY; CCR7; CCL4; FCGR3A; TNFRSF9; FSCN1; FCN1; BIRC5; CPVL; CLEC4A; CD4; GZMH; KLRB1	136	0.015026285633870776	0.0	0.0	0.0	0.9264705882352942	0.058823529411764705	0.014705882352941176	0.0	0.13970588235294118
hca	0011_10.1038_s41413-021-00163-z_07f1a1af96	hca:0011_10.1038_s41413-021-00163-z_07f1a1af96	17	53	15	4	False	4	12	IBSP; PRRX1; SOX9; PRG4; COL2A1; NGFR; MCAM; CEMIP; DLX5; HOXA7; TGFB1; SOX4	136	0.02945314489432136	0.0	0.0	0.0	0.9338235294117647	0.051470588235294115	0.04411764705882353	0.014705882352941176	0.16911764705882354
biorxiv	d2042444-7138-1014-94ac-a1f590fd3173	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	16	55	16	0	True	4	15	CCND1; S100A8; KRT19; TIGIT; TGFB1; APOC3; BATF3; PTPRB; TGFBR1; PPARG; IL32; SIRPG; KRT18; JCHAIN; PTTG1	120	0.022152777777777778	0.0	0.0	0.0	0.95	0.05	0.03333333333333333	0.0	0.18333333333333332
biorxiv	d8ee72e2-7047-1014-a159-a9ef37bce7a4	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	16	50	16	0	True	4	15	DCN; IGKC; MSR1; SCARB1; NOTCH3; ENO1; COL16A1; COL1A1; VWF; KRT18; CD83; EFNB2; JCHAIN; LUM; CAPS	120	0.005000000000000001	0.0	0.0	0.0	0.9833333333333333	0.016666666666666666	0.008333333333333333	0.0	0.025
hca	0479_10.1016_j.xcrm.2022.100657_bf09154d98	hca:0479_10.1016_j.xcrm.2022.100657_bf09154d98	16	67	16	0	True	4	13	CD69; CD44; RORC; CD1C; CD83; CD68; ZBTB32; CD79A; AICDA; LYZ; AHR; IFNG; BATF3	120	0.011709656084656083	0.0	0.0	0.0	0.9333333333333333	0.058333333333333334	0.008333333333333333	0.0	0.11666666666666667
biorxiv	cf0d429c-6c7f-1014-a5a8-f09b6915373d	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	15	53	15	0	True	4	14	TP63; MYL9; LRMP; CFTR; LTF; SPOCK2; CDC20; PI3; FOXJ1; SFTPD; NOTCH3; MCAM; CRYM; FOXN4	105	0.006689342403628119	0.0	0.0	0.0	0.9714285714285714	0.01904761904761905	0.01904761904761905	0.0	0.047619047619047616
hca	0049_10.1038_s41586-023-06252-9_3d2f22d6e6	hca:0049_10.1038_s41586-023-06252-9_3d2f22d6e6	15	52	15	0	True	4	14	CCL20; DCN; LTF; WISP2; CXCL2; PGR; RGS1; CD79A; TFPI2; SOX4; RNASE1; CNN1; CCR6; CD36	105	0.0019047619047619048	0.0	0.0	0.0	0.9904761904761905	0.009523809523809525	0.0	0.0	0.009523809523809525
biorxiv	6ca25eee-7853-1014-8aed-fc8cff0a87e5	biorxiv:6ca25eee-7853-1014-8aed-fc8cff0a87e5	15	41	14	2	False	4	13	ACTA2; SCGB3A2; LTF; HDAC9; ABCB1; GNLY; IL1R2; MUC5B; DACH2; MS4A2; TP63; SCGB1A1; PCDH15	105	0.018095238095238095	0.0	0.0	0.0	0.9714285714285714	0.02857142857142857	0.02857142857142857	0.009523809523809525	0.06666666666666667
hca	0264_10.1186_s13059-022-02677-z_ec9d743757	hca:0264_10.1186_s13059-022-02677-z_ec9d743757	15	46	15	0	True	4	13	FAP; LAG3; GZMH; ANTXR1; COL1A1; MARCO; TCF7; KRT18; PDGFRB; CD9; FOXP3; APOE; KLRG1	105	0.015918367346938776	0.0	0.0	0.0	0.9523809523809523	0.047619047619047616	0.02857142857142857	0.0	0.09523809523809523
hca	0480_10.1038_s41590-019-0398-x_7e5ee33388	hca:0480_10.1038_s41590-019-0398-x_7e5ee33388	15	75	15	0	True	4	13	TYROBP; OAS3; CD163; TCF7; PRDM1; IL4R; ITGAE; MMP2; CD200; GZMB; STAB1; NFKB1; IFIT3	105	0.010506424792139079	0.0	0.0	0.0	0.9523809523809523	0.0380952380952381	0.009523809523809525	0.0	0.08571428571428572
biorxiv	0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	biorxiv:0e94bf21-6c7c-1014-b6a7-bcc9b09c8181	15	51	15	0	True	4	12	BMP4; ETV1; SMOC2; LYZ; TOP2A; CD9; SLC12A2; CHGB; APOA4; CD44; IGFBP2; PROX1	105	0.02565759637188209	0.0	0.0	0.0	0.9238095238095239	0.0761904761904762	0.047619047619047616	0.0	0.1619047619047619
hca	0389_10.1038_s41591-024-02807-z_9d82b71a18	hca:0389_10.1038_s41591-024-02807-z_9d82b71a18	15	65	15	0	True	4	12	TP63; PAX2; SMOC2; SOX9; SIX2; LAMP3; EZR; ABCC1; CDH1; SLC41A3; CD44; NPHS2	105	0.01388133030990174	0.0	0.0	0.0	0.9333333333333333	0.0380952380952381	0.02857142857142857	0.0	0.13333333333333333
hca	0040_10.1016_j.xcrm.2021.100219_d37660c408	hca:0040_10.1016_j.xcrm.2021.100219_d37660c408	15	48	15	0	True	4	11	FOXA1; IGF1; TP63; MKI67; TCF4; EPCAM; KRT17; CD44; TPX2; SFRP1; CD93	105	0.02405552119837834	0.0	0.0	0.0	0.8952380952380953	0.09523809523809523	0.0380952380952381	0.0	0.1523809523809524
hca	0068_10.1093_ibd_izac201_351dddd961	hca:0068_10.1093_ibd_izac201_351dddd961	14	42	14	0	True	4	13	OLFM4; S100A8; SPIB; CHGB; LYZ; NKG7; ACTA2; KRT18; SPINK4; LRMP; IL1B; TOP2A; JCHAIN	91	0.006227106227106227	0.0	0.0	0.0	0.967032967032967	0.03296703296703297	0.0	0.0	0.03296703296703297
hca	0400_10.1038_s41467-022-35297-z_0eab5d0ba9	hca:0400_10.1038_s41467-022-35297-z_0eab5d0ba9	14	68	14	0	True	4	13	FCN1; PLVAP; LYVE1; CD9; VIM; VCAN; SLC4A4; GZMH; CD40LG; STAB1; CXCL12; CLU; CXCR4	91	0.013226059654631082	0.0	0.0	0.0	0.967032967032967	0.03296703296703297	0.03296703296703297	0.0	0.10989010989010989
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	14	81	14	0	True	4	13	ZAP70; CFH; ANLN; IL4R; CADPS2; MT3; SLC17A7; POU6F2; SOX6; CUX2; TNR; GNLY; FGF13	91	0.006593406593406593	0.0	0.0	0.0	0.989010989010989	0.01098901098901099	0.01098901098901099	0.0	0.06593406593406594
hca	0502_10.1016_j.xcrm.2024.101556_a84a219a11	hca:0502_10.1016_j.xcrm.2024.101556_a84a219a11	14	40	14	0	True	4	13	PREX2; NPR3; FUT8; CCDC85A; DGKG; ABCC9; SLC4A4; PIK3R3; PLVAP; POSTN; KLF2; ARHGAP18; PCDH7	91	0.016483516483516484	0.0	0.0	0.0	0.978021978021978	0.02197802197802198	0.02197802197802198	0.0	0.06593406593406594
biorxiv	876ca999-6c0e-1014-8ed9-e7563228589e	biorxiv:876ca999-6c0e-1014-8ed9-e7563228589e	14	51	14	0	True	4	11	MPO; ITGA2B; CD79B; MPEG1; KLF1; SELL; PRK2; IL2RB; LYZ; HBG1; CD33	91	0.013330716902145472	0.0	0.0	0.0	0.9230769230769231	0.06593406593406594	0.01098901098901099	0.0	0.08791208791208792
hca	0047_10.15252_embj.2020107333_a4d0f57474	hca:0047_10.15252_embj.2020107333_a4d0f57474	14	51	14	0	True	4	11	CD68; PDGFRB; HAVCR2; MRC1; COL3A1; SNAI2; PGR; VWF; TYROBP; FOXP3; GADD45	91	0.01924860853432282	0.0	0.0	0.0	0.9120879120879121	0.07692307692307693	0.02197802197802198	0.0	0.15384615384615385
hca	0083_10.1126_sciimmunol.adz8650_c0046d094c	hca:0083_10.1126_sciimmunol.adz8650_c0046d094c	14	61	14	0	True	4	11	IRF4; S100A9; MAF; LAMP3; ID2; CD1C; VCAN; PTGS2; ACP5; CCL22; MYCL	91	0.020347951803995762	0.0	0.0	0.0	0.8681318681318682	0.10989010989010989	0.02197802197802198	0.0	0.1978021978021978
hca	0113_10.1101_2021.04.28.441762_c83625bbe4	hca:0113_10.1101_2021.04.28.441762_c83625bbe4	14	46	13	2	False	4	11	CD5L; S100A8; CCR9; CCL3; CD38; TBX21; NFKBIA; CCL22; ITGAE; AICDA; LYVE1	91	0.022252747252747253	0.0	0.0	0.0	0.945054945054945	0.054945054945054944	0.03296703296703297	0.01098901098901099	0.0989010989010989
hca	0123_10.1371_journal.pone.0267704_5a8157f0f3	hca:0123_10.1371_journal.pone.0267704_5a8157f0f3	14	53	13	2	False	4	11	S100A4; GGT5; PROM1; STAB1; TCF7; SLC13A1; GZMB; FOSB; HAVCR1; WISP2; IFIT2	91	0.021703296703296706	0.0	0.0	0.0	0.9340659340659341	0.06593406593406594	0.02197802197802198	0.01098901098901099	0.17582417582417584
hca	0370_10.1038_s41698-022-00251-1_1483c4b104	hca:0370_10.1038_s41698-022-00251-1_1483c4b104	14	50	13	2	False	4	11	CDH17; MYL9; POSTN; CXCL2; CHGA; OLFM4; CDX1; PTPRB; RBP4; PDGFRB; HES6	91	0.018123543123543126	0.0	0.0	0.0	0.9340659340659341	0.054945054945054944	0.01098901098901099	0.01098901098901099	0.08791208791208792
biorxiv	9f961596-7f11-1014-8c2f-a898bdc06a6d	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	14	34	14	0	True	4	9	HESX1; FST; PAX6; SOX1; STMN2; ZIC3; FGF8; LHX5; WNT5A	91	0.048957788243502526	0.0	0.0	0.0	0.7912087912087912	0.2087912087912088	0.054945054945054944	0.0	0.27472527472527475
hca	0215_10.1038_s42003-020-01625-6_cc9e14f4ea	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	14	52	12	3	False	4	9	IFNG; CLEC10A; CD1C; CTLA4; CD4; CXCL2; TCF7; GZMK; STMN1	91	0.046180803323660466	0.0	0.0	0.0	0.8901098901098901	0.10989010989010989	0.03296703296703297	0.03296703296703297	0.18681318681318682
biorxiv	2db922a0-7010-1014-aa5e-9a5620278c90	biorxiv:2db922a0-7010-1014-aa5e-9a5620278c90	13	42	13	0	True	4	12	ITGB1; CFH; TEX1; SMC1B; DYNLL1; RHOXF1; AMH; F3; ASB9; TMIGD3; TCF3; SMCP	78	0.015863765863765866	0.0	0.0	0.0	0.9615384615384616	0.038461538461538464	0.01282051282051282	0.0	0.15384615384615385
hca	0372_10.1016_j.ccell.2021.10.009_d6ab4790aa	hca:0372_10.1016_j.ccell.2021.10.009_d6ab4790aa	13	61	13	0	True	4	11	GZMB; IL22RA2; CSF1R; CXCL13; ENO1; FSCN1; TCF7; TREM2; FCGR2B; CTSG; CD207	78	0.0055611055611055615	0.0	0.0	0.0	0.9487179487179487	0.038461538461538464	0.0	0.0	0.05128205128205128
biorxiv	9aa22010-6e01-1014-bc26-9535140d955f	biorxiv:9aa22010-6e01-1014-bc26-9535140d955f	13	38	12	2	False	4	10	NR2F2; PAX8; AMH; KRT18; DCN; PERP; KITLG; NPHS2; TCF21; PLAU	78	0.06347410759175465	0.0	0.0	0.0	0.8076923076923077	0.19230769230769232	0.10256410256410256	0.01282051282051282	0.38461538461538464
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	13	58	13	0	True	4	10	NR1H3; MYC; SPI1; STAT1; CD4; DCN; VCAN; MTA3; MYLK; TCF7	78	0.014926882234574545	0.0	0.0	0.0	0.9102564102564102	0.05128205128205128	0.01282051282051282	0.0	0.14102564102564102
hca	0454_10.1038_s41586-023-05869-0_c19e7dab1e	hca:0454_10.1038_s41586-023-05869-0_c19e7dab1e	13	92	13	0	True	4	10	FLT4; TP63; EFNB1; CXCL16; PLAC8; ITGA2; LZTS1; SEMA3F; EREG; AOC3	78	0.013717948717948718	0.0	0.0	0.0	0.9230769230769231	0.038461538461538464	0.02564102564102564	0.0	0.19230769230769232
hca	0233_10.1038_s41590-025-02241-4_110ace5bba	hca:0233_10.1038_s41590-025-02241-4_110ace5bba	13	82	13	0	True	4	9	TCF7; IFNG; GAB2; TREM2; LGALS1; GZMH; MARCO; SLAMF7; ITGAE	78	0.015361601773545095	0.0	0.0	0.0	0.8461538461538461	0.038461538461538464	0.01282051282051282	0.0	0.21794871794871795
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	13	35	10	6	False	4	7	PAX6; NFIB; PROM1; DCX; DCN; VIM; MKI67	78	0.13557227086638848	0.0	0.0	0.21666666666666667	0.6153846153846154	0.358974358974359	0.23076923076923078	0.038461538461538464	0.9487179487179487
biorxiv	78211bc7-6c0f-1014-bc42-c103d41718b8	biorxiv:78211bc7-6c0f-1014-bc42-c103d41718b8	12	52	12	0	True	4	11	CCL20; NGFR; ERBB3; FGFR2; LAG3; COL9A3; EVX1; MT1G; FHOD3; CD40; CCL21	66	0.0013774104683195593	0.0	0.0	0.0	0.9848484848484849	0.0	0.0	0.0	0.015151515151515152
hca	0082_10.1016_j.cell.2020.08.013_e864ee2cef	hca:0082_10.1016_j.cell.2020.08.013_e864ee2cef	12	74	12	0	True	4	11	TJP1; USH1C; TFAP2B; IL32; SLC17A6; VSX1; PROCR; OPN1LW; GNGT1; FXYD3; GFAP	66	0.0013774104683195593	0.0	0.0	0.0	0.9848484848484849	0.0	0.0	0.0	0.015151515151515152
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	12	36	12	0	True	4	11	ACTA2; DCT; PTPRC; LYZ; NKG7; CXCL12; VWF; CPA3; LYVE1; KRT7; RGS5	66	0.002525252525252525	0.0	0.0	0.0	0.9848484848484849	0.015151515151515152	0.0	0.0	0.015151515151515152
hca	0217_10.1186_s40478-023-01568-z_30cfefc163	hca:0217_10.1186_s40478-023-01568-z_30cfefc163	12	47	12	0	True	4	11	TREM2; PLP1; VAMP3; DNAH6; PLXDC2; BCAN; LYVE1; PAX3; MAG; CXCR4; GPR17	66	0.008225108225108226	0.0	0.0	0.0	0.9696969696969697	0.030303030303030304	0.015151515151515152	0.0	0.045454545454545456
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	12	39	12	0	True	4	11	TAGLN; CD74; RGCC; CD79A; NKG7; CCL2; COL1A1; DCN; ODAM; ACTA2; VWF	66	0.011002886002886	0.0	0.0	0.0	0.9545454545454546	0.045454545454545456	0.030303030303030304	0.0	0.07575757575757576
biorxiv	bb90a40e-70a1-1014-887a-db6e99ca95cb	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	12	45	12	0	True	4	10	CLPS; CD22; RPS4Y1; RPS15; RAB34; TMSB10; ZFP36; GNAS; HSPB1; HABP4	66	0.01954064454064454	0.0	0.0	0.0	0.9090909090909091	0.09090909090909091	0.045454545454545456	0.0	0.13636363636363635
hca	0060_10.3389_fcell.2022.872688_ac00c45d48	hca:0060_10.3389_fcell.2022.872688_ac00c45d48	12	51	12	0	True	4	10	MFAP5; EFEMP1; COL23A1; HMOX1; SFRP1; PTGDS; ACTA2; CD68; WISP2; DSC1	66	0.009108946608946608	0.0	0.0	0.0	0.9393939393939394	0.06060606060606061	0.0	0.0	0.06060606060606061
