
Full Name,Synonyms,Marker Gene Evidence,Organisms,Tissues
302 MV Xdh Gly-Gaba,unknown,"Slc6a5, Xdh",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
303 IRN Dmbx1 Pax2 Gly-Gaba,unknown,"Dmbx1, Gbx1, Hoxb5",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
304 NTS-PARN Neurod2 Gly-Gaba,unknown,"Arhgap15, Slc6a5, Bcl11a, Slc4a4",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
305 SPVI-SPVC Sall3 Nfib Gly-Gaba,unknown,"Nfib, Sall3, Hoxb8, Pax2",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba,unknown,"Kank1, Ryr2, Hoxa5",Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
307 RO-RPA Pkd2l1 Gaba,unknown,Pkd2l1,Mus musculus,"pons, cerebral cortex, midbrain, olfactory cortex, neocortex, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
308 DCO Il22 Gly-Gaba,unknown,"Slc6a5, Tmem204",Mus musculus,"pons, midbrain, striatum, cerebellum, hypothalamus, medulla oblongata"
3912 PB Lmx1a Glut_1,unknown,"Ptgfr, Chodl, Lmx1a",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3913 PB Lmx1a Glut_1,unknown,"Col23a1, Irx4, Drd5",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3914 PB Lmx1a Glut_1,unknown,"Slc10a4, Glp1r, Gm3985",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3915 PB Lmx1a Glut_1,unknown,"Ptgfr, En1, Gm3985",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3916 PB Lmx1a Glut_1,unknown,"4930438E09Rik, Tnnt2, Lmx1a, Egflam",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3917 PB Lmx1a Glut_1,unknown,"Prkch, Shisal2b, Irx4, Pde3a",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3918 PB Lmx1a Glut_1,unknown,"Arhgef38, Nmu",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3919 PB Lmx1a Glut_1,unknown,"Scel, Irx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3920 PB Lmx1a Glut_1,unknown,"Samd3, 1700001F09Rik",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3921 PB Lmx1a Glut_1,unknown,"Cd36, Cenpe, Gchfr",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3922 PB Lmx1a Glut_1,unknown,"Npas1, Col14a1, Irx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3923 PB Lmx1a Glut_1,unknown,"Tfap2b, Has2os, Lmx1a",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3924 PB Lmx1a Glut_1,unknown,"Irx4, Nox4, Sostdc1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3925 PB Lmx1a Glut_1,unknown,"Ebf1, Cd36, Gchfr",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3926 PB Lmx1a Glut_2,unknown,"Calca, B130024G19Rik, Grpr",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3927 PB Lmx1a Glut_3,unknown,"Tfap2b, Cd109, Pax5",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3928 PB Lmx1a Glut_3,unknown,"Otogl, Ptger3, Irx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3929 PB Lmx1a Glut_3,unknown,"Bmp3, Nxph2, Lmx1a",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3930 PB Lmx1a Glut_3,unknown,"Arhgap36, Cpa6, Lmx1a, Pax5",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3931 PB Lmx1a Glut_3,unknown,"C1ql1, Abcc9, Cxcl13",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3932 PB Lmx1a Glut_3,unknown,"Lmx1a, Gadl1, Pax5",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3933 PB Lmx1a Glut_3,unknown,"Shisal2b, Slc18a3, Abcc9",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3934 PB Lmx1a Glut_3,unknown,"Plscr1, Amigo2, Krt26",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3935 PB Lmx1a Glut_3,unknown,"Shisal2b, Abcc9, Pou4f1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3936 PB Lmx1a Glut_4,unknown,"Crh, Abi3bp, Il20ra, Esr1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3937 PB Lmx1a Glut_4,unknown,"Calca, Lmx1a, Slc6a2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3938 PB Lmx1a Glut_4,unknown,"Slc5a7, Lmx1a, Glp1r, Pmfbp1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3939 PB Lmx1a Glut_4,unknown,"Bnc2, Irx4, Lrat",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3940 PB Lmx1a Glut_4,unknown,"Gm16551, Il20ra, Gm50048",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3941 PB Lmx1a Glut_4,unknown,"Irx4, A730046J19Rik, Chrdl1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3942 PB Lmx1a Glut_4,unknown,"Gm3985, Cd36, Pvalb",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3943 PB Lmx1a Glut_4,unknown,"Bmp3, Chat, Cd36",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3944 PB Lmx1a Glut_5,unknown,"Six2, Onecut3",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3945 PB Lmx1a Glut_5,unknown,"Gm10637, Ror1, Frmd7",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3946 PB Lmx1a Glut_5,unknown,"Samd3, Irx6, Gm17634",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3947 PB Lmx1a Glut_5,unknown,"Depdc1b, Col14a1, Rapsn",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3948 PB Lmx1a Glut_5,unknown,"D930028M14Rik, Chat, Gm3985",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3949 PB Lmx1a Glut_5,unknown,"Irx6, Crh, Pvalb",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3950 PB Lmx1a Glut_5,unknown,"Gm10637, Satb2, Il20ra",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3951 PB Lmx1a Glut_6,unknown,"Gm3985, Wdr72",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3952 PB Lmx1a Glut_6,unknown,"Gm3985, Satb2, Egflam",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3953 PB Lmx1a Glut_6,unknown,"Lmx1a, Onecut3, Satb2, Pax5",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3954 PB Lmx1a Glut_6,unknown,"Mtnr1a, Gm14207",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3955 PB Lmx1a Glut_6,unknown,"Gm40518, Col14a1, Gm3985",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3956 PB Lmx1a Glut_7,unknown,"Tfap2b, Gm13912, Nts",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3957 PB Lmx1a Glut_7,unknown,"Calcr, Tfap2b, Ccdc172",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3958 PB Lmx1a Glut_7,unknown,"Lmx1a, Myo5b, Flt4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3959 PSV Lmx1a Trpv6 Glut_1,unknown,"Crnde, Tlx1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3960 PSV Lmx1a Trpv6 Glut_1,unknown,"Lmo3, Lmx1a, Tlx1, Otof",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3961 PSV Lmx1a Trpv6 Glut_1,unknown,"Crhbp, Lmx1a, Tlx1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3962 PSV Lmx1a Trpv6 Glut_1,unknown,"Nxph4, Bcl11a, Trpv6, Tnc",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3963 PB-SUT Tlx3 Lhx2 Glut_1,unknown,"Lhx2, Irx3, Lmx1b, Rorb",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3964 PB-SUT Tlx3 Lhx2 Glut_1,unknown,"Mc4r, Lhx2, Tfap2b, Tlx3",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3965 PB Pax5 Glut_1,unknown,"Six2, Gpr50, Tac1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3966 PB Pax5 Glut_1,unknown,"Tfap2b, Tll2, Pax5, Klhl1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3967 PB Pax5 Glut_1,unknown,"6430628N08Rik, Gpr50, Gm13497",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3968 PB Pax5 Glut_1,unknown,"Slc5a7, Lgals7, Tfap2b",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3969 PB Pax5 Glut_1,unknown,"Tlx3, Col23a1, Pax5",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3970 PB Pax5 Glut_1,unknown,"Adcyap1, Gm13264, Cubn",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3971 PB Pax5 Glut_1,unknown,"Lhx2, Tfap2b, Popdc3, Pax5",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3972 PB Pax5 Glut_2,unknown,"Tlx3, En1, Prox1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3973 PB Pax5 Glut_2,unknown,"Calca, 1700125H20Rik",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3974 LDT-PCG Vsx2 Lhx4 Glut_1,unknown,"Sox14, Lhx4, Abca13",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3975 LDT-PCG Vsx2 Lhx4 Glut_1,unknown,"Tstd1, Lhx4, Adamts19",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3976 LDT-PCG Vsx2 Lhx4 Glut_1,unknown,"Gm15934, Lncenc1, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3977 LDT-PCG Vsx2 Lhx4 Glut_1,unknown,"Bcl11b, Sst, Alkal2, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3978 LDT-PCG Vsx2 Lhx4 Glut_1,unknown,"Pde5a, Lhx4, Vgll3",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3979 LDT-PCG Vsx2 Lhx4 Glut_1,unknown,"Cntnap3, Alkal2, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3980 LDT-PCG Vsx2 Lhx4 Glut_2,unknown,"Tafa4, Sp8, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3981 LDT-PCG Vsx2 Lhx4 Glut_2,unknown,"Sp8, Lhx4, Igfbpl1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3982 LDT-PCG Vsx2 Lhx4 Glut_2,unknown,"Calcrl, Gpc3, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3983 LDT-PCG Vsx2 Lhx4 Glut_2,unknown,"A630012P03Rik, Lhx4, Sox1ot",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3984 LDT-PCG Vsx2 Lhx4 Glut_2,unknown,"C1ql1, Lhx4, Nts",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3985 LDT-PCG Vsx2 Lhx4 Glut_2,unknown,"Skor1, Ebf2, Lhx4, Pvalb",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3986 LDT-PCG Vsx2 Lhx4 Glut_2,unknown,"4930438E09Rik, Tafa4, Gda, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3987 LDT-PCG Vsx2 Lhx4 Glut_3,unknown,"Cdc42ep5, Gfra1, Lhx4, Corin",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3988 LDT-PCG Vsx2 Lhx4 Glut_3,unknown,"Cdc42ep5, Gfra2, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3989 LDT-PCG Vsx2 Lhx4 Glut_3,unknown,"Nckap1l, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3990 LDT-PCG Vsx2 Lhx4 Glut_3,unknown,"Tnnt1, Hs3st2, Rmst, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3991 LDT-PCG Vsx2 Lhx4 Glut_3,unknown,"Ppp1r17, Glp1r, Ebf2, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3992 LDT-PCG Vsx2 Lhx4 Glut_4,unknown,"C1ql1, Chrnb4, Satb2, Hepacam2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3993 LDT-PCG Vsx2 Lhx4 Glut_4,unknown,"Col18a1, Lhx4, Adamts18, Gabre",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3994 LDT-PCG Vsx2 Lhx4 Glut_4,unknown,"Npas1, Tll2, Hepacam2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3995 LDT-PCG Vsx2 Lhx4 Glut_4,unknown,"Drd2, Lhx4, Best3",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3996 LDT-PCG Vsx2 Lhx4 Glut_4,unknown,"Chrnb4, Hmcn1, Prlr, Hepacam2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3997 LDT-PCG Vsx2 Lhx4 Glut_4,unknown,"Col5a2, Rxfp3, Vsx2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3998 LDT-PCG Vsx2 Lhx4 Glut_4,unknown,"Piezo2, Pax5, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
3999 LDT-PCG Vsx2 Lhx4 Glut_5,unknown,"Nr1h4, Ebf2, Vsx2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4000 LDT-PCG Vsx2 Lhx4 Glut_5,unknown,"Mctp2, Lhx4, Corin",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4001 LDT-PCG Vsx2 Lhx4 Glut_5,unknown,"Calb1, Gm29683, Npas1, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4002 LDT-PCG Vsx2 Lhx4 Glut_5,unknown,"Ndnf, Mctp2, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4003 LDT-PCG Vsx2 Lhx4 Glut_5,unknown,"Tecta, Col24a1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4004 LDT-PCG Vsx2 Lhx4 Glut_5,unknown,"Tecta, Tafa4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4005 LDT-PCG Vsx2 Lhx4 Glut_6,unknown,"C1ql1, Satb2, Gpr149, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4006 LDT-PCG Vsx2 Lhx4 Glut_6,unknown,"Col2a1, Gm39185, Prox1, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4007 LDT-PCG Vsx2 Lhx4 Glut_6,unknown,"Skor1, Satb2, Prox1, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4008 LDT-PCG Vsx2 Lhx4 Glut_6,unknown,"Reln, Tmem72, Lhx4, Ntn1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4009 LDT-PCG Vsx2 Lhx4 Glut_7,unknown,"Hmcn1, Piezo2, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4010 LDT-PCG Vsx2 Lhx4 Glut_7,unknown,"Daam2, Ecel1, Asb4, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4011 LDT-PCG Vsx2 Lhx4 Glut_7,unknown,"Nfib, Satb2, Lhx4, Tmem132c",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4012 LDT-PCG Vsx2 Lhx4 Glut_7,unknown,"Cpa6, Npr3, Tent5a, Lhx4",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4013 LDT-PCG Vsx2 Lhx4 Glut_7,unknown,"4930438E09Rik, Lhx4, Qrfpr",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4014 LDT-PCG Vsx2 Lhx4 Glut_7,unknown,"Ecel1, Gm39185, Lhx4, Chrdl1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4015 LDT-PCG Vsx2 Lhx4 Glut_8,unknown,"Penk, Lhx4, Foxp2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4016 LDT-PCG Vsx2 Lhx4 Glut_8,unknown,"Lhx4, Sox6, Hepacam2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4017 LDT-PCG Vsx2 Lhx4 Glut_8,unknown,"Sox14, Lhx4, Pou4f2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4018 PB Evx2 Glut_1,unknown,"C1ql4, Barhl2, Cbln1, Nr4a2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4019 PB Evx2 Glut_1,unknown,"Evx1, Sp9",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4020 PB Evx2 Glut_1,unknown,"Irx1, Syt2, Evx1os, B130024G19Rik",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4021 PB Evx2 Glut_1,unknown,"Slc5a7, Adam34, Kcns3, Slc17a6",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4022 PB Evx2 Glut_1,unknown,"Nps, Lamb1, Areg",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4023 PB Evx2 Glut_1,unknown,"Irx4, Lhx9, Nts",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4024 PB Evx2 Glut_2,unknown,"Iqcf3, C1ql4, Ssc5d",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4025 PB Evx2 Glut_2,unknown,"BC039966, Slc22a3, Evx1os, Adamts19",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4026 PB Evx2 Glut_2,unknown,"Mab21l2, Cntnap3, Gm3985, Evx2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4027 PB Evx2 Glut_2,unknown,"Iqcf3, Ebf3, Runx1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4028 PB Evx2 Glut_2,unknown,"Panx3, Runx1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4029 PB Evx2 Glut_2,unknown,"C1ql3, Gpr149, Pthlh, Runx1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4030 PB Evx2 Glut_2,unknown,"Evx1os, Gm10421, Pthlh",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4031 PB Evx2 Glut_2,unknown,"Evx1os, Runx1, Slc27a6",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4032 PB Evx2 Glut_2,unknown,"Iqcf3, Col6a5, Cldn1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4033 PB Evx2 Glut_3,unknown,"Ghrh, Adam34, Evx1",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
4034 PB Evx2 Glut_3,unknown,"Nps, Dkk2",Mus musculus,"pons, midbrain, dorsal plus ventral thalamus, cerebellum, hypothalamus, medulla oblongata"
