resource	label_basis	profile_idx	normalized_cell_type	cell_type	context_uid	comparison_context	n_local_markers	n_comparison_profiles	observed_global_recovery
CAP	Cell Ontology term	474	FIBROBLAST	fibroblast	cap|1426|cell_type	613	9	32	0.1111111111111111
CAP	Cell Ontology term	475	FIBROBLASTIC RETICULAR CELL	fibroblastic reticular cell	cap|1426|cell_type	613	10	2	0.2
CAP	Cell Ontology term	484	FIBROBLAST	fibroblast	cap|1427|cell_type	613	3	32	0.3333333333333333
CAP	Cell Ontology term	485	FIBROBLASTIC RETICULAR CELL	fibroblastic reticular cell	cap|1427|cell_type	613	10	2	0.2
CAP	Cell Ontology term	491	MYOFIBROBLAST CELL	myofibroblast cell	cap|1427|cell_type	613	8	4	0.0
CAP	Cell Ontology term	492	MYOFIBROBLAST CELL	myofibroblast cell	cap|1427|cell_type	613	13	4	0.23076923076923078
CAP	Cell Ontology term	495	B CELL	B cell	cap|1437|author_cell_type	618	8	21	0.125
CAP	Cell Ontology term	497	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|1437|author_cell_type	618	9	13	0.5555555555555556
CAP	Cell Ontology term	498	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|1437|author_cell_type	618	9	13	0.6666666666666666
CAP	Cell Ontology term	499	CHOLANGIOCYTE	cholangiocyte	cap|1437|author_cell_type	618	10	1	0.1
CAP	Cell Ontology term	500	MATURE NATURAL KILLER CELL	mature natural killer cell	cap|1437|author_cell_type	618	9	6	0.1111111111111111
CAP	Cell Ontology term	501	ENDOTHELIAL CELL OF HEPATIC SINUSOID	endothelial cell of hepatic sinusoid	cap|1437|author_cell_type	618	10	1	0.0
CAP	Cell Ontology term	502	FIBROBLAST	fibroblast	cap|1437|author_cell_type	618	10	32	0.3
CAP	Cell Ontology term	503	HEPATOCYTE	hepatocyte	cap|1437|author_cell_type	618	10	4	0.0
CAP	Cell Ontology term	504	MACROPHAGE	macrophage	cap|1437|author_cell_type	618	9	13	0.2222222222222222
CAP	Cell Ontology term	505	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|1437|author_cell_type	618	8	13	0.0
CAP	Cell Ontology term	506	MONOCYTE	monocyte	cap|1437|author_cell_type	618	9	13	0.3333333333333333
CAP	Cell Ontology term	507	NEUTROPHIL	neutrophil	cap|1437|author_cell_type	618	9	8	0.5555555555555556
CAP	Cell Ontology term	508	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|1437|author_cell_type	618	10	12	0.2
CAP	Cell Ontology term	509	PLASMA CELL	plasma cell	cap|1437|author_cell_type	618	3	7	1.0
CAP	Cell Ontology term	511	T CELL	T cell	cap|1437|author_cell_type	618	10	10	0.6
CAP	Cell Ontology term	513	CHOLANGIOCYTE	cholangiocyte	cap|1438|author_cell_type	618	10	1	0.1
CAP	Cell Ontology term	514	FIBROBLAST	fibroblast	cap|1438|author_cell_type	618	10	32	0.5
CAP	Cell Ontology term	515	HEPATOCYTE	hepatocyte	cap|1438|author_cell_type	618	10	4	0.0
CAP	Cell Ontology term	516	ENDOTHELIAL CELL OF HEPATIC SINUSOID	endothelial cell of hepatic sinusoid	cap|1438|author_cell_type	618	10	1	0.1
CAP	Cell Ontology term	518	HEPATIC STELLATE CELL	hepatic stellate cell	cap|1438|author_cell_type	618	9	4	0.1111111111111111
CAP	Cell Ontology term	519	VASCULAR ASSOCIATED SMOOTH MUSCLE CELL	vascular associated smooth muscle cell	cap|1438|author_cell_type	618	9	4	0.1111111111111111
CAP	Cell Ontology term	520	B CELL	B cell	cap|1439|author_cell_type	618	9	21	0.1111111111111111
CAP	Cell Ontology term	522	NATURAL KILLER CELL	natural killer cell	cap|1439|author_cell_type	618	4	10	0.0
CAP	Cell Ontology term	525	GAMMA DELTA T CELL	gamma-delta T cell	cap|1439|author_cell_type	618	4	5	0.0
CAP	Cell Ontology term	526	NAIVE T CELL	naive T cell	cap|1439|author_cell_type	618	5	4	0.6
CAP	Cell Ontology term	527	MATURE NK T CELL	mature NK T cell	cap|1439|author_cell_type	618	2	4	0.0
CAP	Cell Ontology term	528	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|1439|author_cell_type	618	10	12	0.3
CAP	Cell Ontology term	529	PLASMA CELL	plasma cell	cap|1439|author_cell_type	618	8	7	0.75
CAP	Cell Ontology term	532	REGULATORY T CELL	regulatory T cell	cap|1439|author_cell_type	618	9	10	0.2222222222222222
CAP	Cell Ontology term	533	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|1440|author_cell_type	618	9	13	0.5555555555555556
CAP	Cell Ontology term	534	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|1440|author_cell_type	618	10	13	0.3
CAP	Cell Ontology term	535	LIPID ASSOCIATED MACROPHAGE	lipid-associated macrophage	cap|1440|author_cell_type	618	6	5	0.0
CAP	Cell Ontology term	536	MACROPHAGE	macrophage	cap|1440|author_cell_type	618	2	13	0.0
CAP	Cell Ontology term	537	LIPID ASSOCIATED MACROPHAGE	lipid-associated macrophage	cap|1440|author_cell_type	618	2	5	0.0
CAP	Cell Ontology term	539	CLASSICAL MONOCYTE	classical monocyte	cap|1440|author_cell_type	618	9	2	0.4444444444444444
CAP	Cell Ontology term	540	NON CLASSICAL MONOCYTE	non-classical monocyte	cap|1440|author_cell_type	618	10	4	0.2
CAP	Cell Ontology term	541	KUPFFER CELL	Kupffer cell	cap|1440|author_cell_type	618	3	1	0.0
CAP	Cell Ontology term	542	KUPFFER CELL	Kupffer cell	cap|1440|author_cell_type	618	10	1	0.3
CAP	Cell Ontology term	548	BLOOD VESSEL ENDOTHELIAL CELL	blood vessel endothelial cell	cap|1489|author_cell_type	621	2	5	0.0
CAP	Cell Ontology term	549	B CELL	B cell	cap|1489|author_cell_type	621	2	21	0.5
CAP	Cell Ontology term	550	B CELL	B cell	cap|1489|author_cell_type	621	2	21	0.0
CAP	Cell Ontology term	553	DENDRITIC CELL	dendritic cell	cap|1489|author_cell_type	621	3	20	0.0
CAP	Cell Ontology term	554	FIBROBLAST	fibroblast	cap|1489|author_cell_type	621	2	24	0.0
CAP	Cell Ontology term	555	FIBROBLAST	fibroblast	cap|1489|author_cell_type	621	2	24	0.0
CAP	Cell Ontology term	556	FIBROBLAST	fibroblast	cap|1489|author_cell_type	621	2	24	0.0
CAP	Cell Ontology term	557	FIBROBLAST	fibroblast	cap|1489|author_cell_type	621	2	24	0.5
CAP	Cell Ontology term	558	FIBROBLAST	fibroblast	cap|1489|author_cell_type	621	3	24	0.6666666666666666
CAP	Cell Ontology term	559	MACROPHAGE	macrophage	cap|1489|author_cell_type	621	1	12	0.0
CAP	Cell Ontology term	560	MACROPHAGE	macrophage	cap|1489|author_cell_type	621	1	12	0.0
CAP	Cell Ontology term	561	MACROPHAGE	macrophage	cap|1489|author_cell_type	621	1	12	0.0
CAP	Cell Ontology term	573	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|1489|author_cell_type	621	2	15	1.0
CAP	Cell Ontology term	574	MYELINATING SCHWANN CELL	myelinating Schwann cell	cap|1489|author_cell_type	621	4	5	0.75
CAP	Cell Ontology term	575	NON MYELINATING SCHWANN CELL	non-myelinating Schwann cell	cap|1489|author_cell_type	621	2	4	0.5
CAP	Cell Ontology term	576	BLOOD VESSEL SMOOTH MUSCLE CELL	blood vessel smooth muscle cell	cap|1489|author_cell_type	621	1	4	0.0
CAP	Cell Ontology term	577	BLOOD VESSEL SMOOTH MUSCLE CELL	blood vessel smooth muscle cell	cap|1489|author_cell_type	621	2	4	0.0
CAP	Cell Ontology term	578	BLOOD VESSEL ENDOTHELIAL CELL	blood vessel endothelial cell	cap|1489|author_cell_type	621	1	5	0.0
CAP	Cell Ontology term	579	BLOOD VESSEL ENDOTHELIAL CELL	blood vessel endothelial cell	cap|1490|author_cell_type	621	2	5	0.0
CAP	Cell Ontology term	581	BLOOD VESSEL ENDOTHELIAL CELL	blood vessel endothelial cell	cap|1490|author_cell_type	621	1	5	0.0
CAP	Cell Ontology term	582	FIBROBLAST	fibroblast	cap|1491|author_cell_type	621	2	24	0.0
CAP	Cell Ontology term	583	FIBROBLAST	fibroblast	cap|1491|author_cell_type	621	2	24	0.0
CAP	Cell Ontology term	584	FIBROBLAST	fibroblast	cap|1491|author_cell_type	621	2	24	0.0
CAP	Cell Ontology term	585	FIBROBLAST	fibroblast	cap|1491|author_cell_type	621	2	24	0.5
CAP	Cell Ontology term	586	FIBROBLAST	fibroblast	cap|1491|author_cell_type	621	3	24	0.6666666666666666
CAP	Cell Ontology term	591	HEPATIC STELLATE CELL	hepatic stellate cell	cap|1566|author_cell_type	645	1	2	0.0
CAP	Cell Ontology term	593	HEPATIC STELLATE CELL	hepatic stellate cell	cap|1566|author_cell_type	645	4	2	0.0
CAP	Cell Ontology term	595	VASCULAR ASSOCIATED SMOOTH MUSCLE CELL	vascular associated smooth muscle cell	cap|1566|author_cell_type	645	3	4	0.6666666666666666
CAP	Cell Ontology term	596	ALTERNATIVELY ACTIVATED MACROPHAGE	alternatively activated macrophage	cap|1567|author_cell_type	645	5	3	0.0
CAP	Cell Ontology term	597	MONOCYTE	monocyte	cap|1567|author_cell_type	645	4	13	0.0
CAP	Cell Ontology term	598	CLASSICAL MONOCYTE	classical monocyte	cap|1567|author_cell_type	645	3	2	0.6666666666666666
CAP	Cell Ontology term	600	KUPFFER CELL	Kupffer cell	cap|1567|author_cell_type	645	5	2	0.8
CAP	Cell Ontology term	601	TYPE EC ENTEROENDOCRINE CELL	type EC enteroendocrine cell	cap|1567|author_cell_type	645	2	2	0.0
CAP	Cell Ontology term	603	NEUTROPHIL	neutrophil	cap|1567|author_cell_type	645	4	8	0.75
CAP	Cell Ontology term	604	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|1567|author_cell_type	645	5	16	0.8
CAP	Cell Ontology term	605	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|1567|author_cell_type	645	5	16	1.0
CAP	Cell Ontology term	607	CD 16 NEGATIVE CD 56 BRIGHT NATURAL KILLER CELL HUMAN	CD16-negative, CD56-bright natural killer cell, human	cap|1568|author_cell_type	645	3	4	0.0
CAP	Cell Ontology term	608	CD 16 POSITIVE CD 56 DIM NATURAL KILLER CELL HUMAN	CD16-positive, CD56-dim natural killer cell, human	cap|1568|author_cell_type	645	1	7	0.0
CAP	Cell Ontology term	609	EXHAUSTED T CELL	exhausted T cell	cap|1568|author_cell_type	645	3	2	0.6666666666666666
CAP	Cell Ontology term	610	REGULATORY T CELL	regulatory T cell	cap|1568|author_cell_type	645	3	10	1.0
CAP	Cell Ontology term	613	ENDOTHELIAL CELL OF HEPATIC SINUSOID	endothelial cell of hepatic sinusoid	cap|1569|author_cell_type	645	2	2	0.5
CAP	Cell Ontology term	614	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|1569|author_cell_type	645	3	12	0.3333333333333333
CAP	Cell Ontology term	615	BLOOD VESSEL ENDOTHELIAL CELL	blood vessel endothelial cell	cap|1569|author_cell_type	645	4	8	0.0
CAP	Cell Ontology term	616	HEPATOCYTE	hepatocyte	cap|1570|author_cell_type	645	4	3	0.0
CAP	Cell Ontology term	619	HEPATOCYTE	hepatocyte	cap|1570|author_cell_type	645	4	3	0.0
CAP	Cell Ontology term	620	HEPATOCYTE	hepatocyte	cap|1570|author_cell_type	645	3	3	0.0
CAP	Cell Ontology term	621	DENDRITIC CELL	dendritic cell	cap|1742|AuthorCellType	672	4	20	0.0
CAP	Cell Ontology term	625	CD 14 POSITIVE CD 16 POSITIVE MONOCYTE	CD14-positive, CD16-positive monocyte	cap|1742|AuthorCellType	672	10	5	0.3
CAP	Cell Ontology term	631	EFFECTOR MEMORY CD 8 POSITIVE ALPHA BETA T CELL	effector memory CD8-positive, alpha-beta T cell	cap|1742|AuthorCellType	672	1	2	0.0
CAP	Cell Ontology term	633	NAIVE THYMUS DERIVED CD 8 POSITIVE ALPHA BETA T CELL	naive thymus-derived CD8-positive, alpha-beta T cell	cap|1742|AuthorCellType	672	5	3	0.0
CAP	Cell Ontology term	635	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|1742|AuthorCellType	672	7	16	0.7142857142857143
CAP	Cell Ontology term	636	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|1742|AuthorCellType	672	6	16	0.6666666666666666
CAP	Cell Ontology term	659	NATURAL KILLER CELL	natural killer cell	cap|1742|AuthorCellType	672	1	9	0.0
CAP	Cell Ontology term	660	CD 16 NEGATIVE CD 56 BRIGHT NATURAL KILLER CELL HUMAN	CD16-negative, CD56-bright natural killer cell, human	cap|1742|AuthorCellType	672	5	4	0.6
CAP	Cell Ontology term	664	PLASMA CELL	plasma cell	cap|1742|AuthorCellType	672	10	8	0.6
CAP	Cell Ontology term	675	T CELL	T cell	cap|1742|AuthorCellType	672	4	10	0.25
CAP	Cell Ontology term	686	CLASSICAL MONOCYTE	classical monocyte	cap|1780|ann_finest_level	684	3	2	0.6666666666666666
CAP	Cell Ontology term	687	CD 1 C POSITIVE MYELOID DENDRITIC CELL	CD1c-positive myeloid dendritic cell	cap|1780|ann_finest_level	684	4	5	0.75
CAP	Cell Ontology term	692	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|1780|ann_finest_level	684	2	11	0.5
CAP	Cell Ontology term	693	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|1780|ann_finest_level	684	3	11	0.0
CAP	Cell Ontology term	699	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|1780|ann_finest_level	684	2	15	0.0
CAP	Cell Ontology term	700	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|1780|ann_finest_level	684	1	15	1.0
CAP	Cell Ontology term	702	MAST CELL	mast cell	cap|1780|ann_finest_level	684	3	13	1.0
CAP	Cell Ontology term	704	MYOFIBROBLAST CELL	myofibroblast cell	cap|1780|ann_finest_level	684	4	5	0.25
CAP	Cell Ontology term	706	NON CLASSICAL MONOCYTE	non-classical monocyte	cap|1780|ann_finest_level	684	4	4	0.25
CAP	Cell Ontology term	709	SECRETORY CELL	secretory cell	cap|1780|ann_finest_level	684	1	2	0.0
CAP	Cell Ontology term	710	SMOOTH MUSCLE CELL	smooth muscle cell	cap|1780|ann_finest_level	684	5	7	0.0
CAP	Cell Ontology term	717	CYCLING T CELL	cycling T cell	cap|1780|ann_finest_level	684	3	7	0.3333333333333333
CAP	Cell Ontology term	718	MATURE NATURAL KILLER CELL	mature natural killer cell	cap|2185|final annotation	789	1	1	0.0
CAP	Cell Ontology term	719	MATURE NATURAL KILLER CELL	mature natural killer cell	cap|2185|final annotation	789	1	1	0.0
CAP	Cell Ontology term	721	ENDOTHELIAL CELL	endothelial cell	cap|2185|final annotation	789	4	19	0.5
CAP	Cell Ontology term	723	GROUP 3 INNATE LYMPHOID CELL HUMAN	group 3 innate lymphoid cell, human	cap|2185|final annotation	789	2	2	0.0
CAP	Cell Ontology term	724	MAST CELL	mast cell	cap|2185|final annotation	789	3	12	0.6666666666666666
CAP	Cell Ontology term	726	GRANULOCYTE	granulocyte	cap|2185|final annotation	789	5	3	0.2
CAP	Cell Ontology term	727	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|2185|final annotation	789	4	12	0.75
CAP	Cell Ontology term	728	PLASMA CELL	plasma cell	cap|2185|final annotation	789	5	7	0.6
CAP	Cell Ontology term	729	MATURE NATURAL KILLER CELL	mature natural killer cell	cap|2185|final annotation	789	5	1	0.2
CAP	Cell Ontology term	731	STROMAL CELL	stromal cell	cap|2185|final annotation	789	4	6	0.0
CAP	Cell Ontology term	732	T CELL	T cell	cap|2185|final annotation	789	4	9	0.5
CAP	Cell Ontology term	733	MATURE NATURAL KILLER CELL	mature natural killer cell	cap|2186|final annotation	789	1	1	0.0
CAP	Cell Ontology term	734	MATURE NATURAL KILLER CELL	mature natural killer cell	cap|2186|final annotation	789	1	1	0.0
CAP	Cell Ontology term	737	ENDOTHELIAL CELL	endothelial cell	cap|2186|final annotation	789	5	19	0.6
CAP	Cell Ontology term	742	MAST CELL	mast cell	cap|2186|final annotation	789	3	12	0.6666666666666666
CAP	Cell Ontology term	744	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|2186|final annotation	789	4	12	0.75
CAP	Cell Ontology term	745	PLASMA CELL	plasma cell	cap|2186|final annotation	789	5	7	0.6
CAP	Cell Ontology term	746	MATURE NATURAL KILLER CELL	mature natural killer cell	cap|2186|final annotation	789	5	1	0.2
CAP	Cell Ontology term	748	STROMAL CELL	stromal cell	cap|2186|final annotation	789	4	6	0.0
CAP	Cell Ontology term	749	T CELL	T cell	cap|2186|final annotation	789	2	9	1.0
CAP	Cell Ontology term	750	MESOTHELIAL CELL	mesothelial cell	cap|2708|author_cell_type	861	3	9	0.6666666666666666
CAP	Cell Ontology term	751	MESOTHELIAL CELL	mesothelial cell	cap|2711|author_cell_type	861	3	9	0.6666666666666666
CAP	Cell Ontology term	752	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|2712|author_cell_type	862	3	27	0.0
CAP	Cell Ontology term	753	ENDOTHELIAL CELL	endothelial cell	cap|2712|author_cell_type	862	4	20	0.25
CAP	Cell Ontology term	754	ADIPOCYTE	adipocyte	cap|2726|author_cell_type	868	3	2	0.0
CAP	Cell Ontology term	755	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|2726|author_cell_type	868	5	27	0.6
CAP	Cell Ontology term	756	B CELL	B cell	cap|2726|author_cell_type	868	4	22	0.5
CAP	Cell Ontology term	757	LYMPHOCYTE	lymphocyte	cap|2726|author_cell_type	868	4	10	0.25
CAP	Cell Ontology term	758	MAST CELL	mast cell	cap|2726|author_cell_type	868	4	13	0.75
CAP	Cell Ontology term	759	MYELOID CELL	myeloid cell	cap|2726|author_cell_type	868	10	2	0.2
CAP	Cell Ontology term	760	ENDOTHELIAL CELL	endothelial cell	cap|2726|author_cell_type	868	12	20	0.25
CAP	Cell Ontology term	764	ADIPOCYTE	adipocyte	cap|2789|author_cell_type	885	6	2	0.5
CAP	Cell Ontology term	765	ENDOTHELIAL CELL	endothelial cell	cap|2789|author_cell_type	885	5	20	0.6
CAP	Cell Ontology term	767	MACROPHAGE	macrophage	cap|2789|author_cell_type	885	8	14	0.5
CAP	Cell Ontology term	768	SLOW MUSCLE CELL	slow muscle cell	cap|2789|author_cell_type	885	7	3	0.14285714285714285
CAP	Cell Ontology term	769	FAST MUSCLE CELL	fast muscle cell	cap|2789|author_cell_type	885	6	4	0.5
CAP	Cell Ontology term	770	PERICYTE	pericyte	cap|2789|author_cell_type	885	3	17	0.3333333333333333
CAP	Cell Ontology term	772	SMOOTH MUSCLE CELL	smooth muscle cell	cap|2789|author_cell_type	885	4	7	0.75
CAP	Cell Ontology term	773	T CELL	T cell	cap|2789|author_cell_type	885	6	10	0.5
CAP	Cell Ontology term	774	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|2854|Prelim annotation	901	5	16	0.8
CAP	Cell Ontology term	776	DENDRITIC CELL	dendritic cell	cap|2854|Prelim annotation	901	5	19	0.6
CAP	Cell Ontology term	777	FOLLICULAR DENDRITIC CELL	follicular dendritic cell	cap|2854|Prelim annotation	901	4	4	0.75
CAP	Cell Ontology term	778	GRANULOCYTE	granulocyte	cap|2854|Prelim annotation	901	3	2	0.0
CAP	Cell Ontology term	779	MAST CELL	mast cell	cap|2854|Prelim annotation	901	5	12	0.8
CAP	Cell Ontology term	781	ALTERNATIVELY ACTIVATED MACROPHAGE	alternatively activated macrophage	cap|2854|Prelim annotation	901	4	3	0.5
CAP	Cell Ontology term	783	MONOCYTE	monocyte	cap|2854|Prelim annotation	901	7	11	0.5714285714285714
CAP	Cell Ontology term	784	FIBROBLASTIC RETICULAR CELL	fibroblastic reticular cell	cap|2855|Prelim annotation	901	4	2	0.5
CAP	Cell Ontology term	786	FIBROBLAST	fibroblast	cap|2855|Prelim annotation	901	3	30	0.0
CAP	Cell Ontology term	787	MYOFIBROBLAST CELL	myofibroblast cell	cap|2855|Prelim annotation	901	2	4	0.5
CAP	Cell Ontology term	789	FIBROBLAST	fibroblast	cap|2855|Prelim annotation	901	6	30	0.16666666666666666
CAP	Cell Ontology term	795	SMOOTH MUSCLE CELL	smooth muscle cell	cap|2855|Prelim annotation	901	3	6	0.6666666666666666
CAP	Cell Ontology term	796	ENDOTHELIAL CELL OF ARTERY	endothelial cell of artery	cap|2855|Prelim annotation	901	5	9	0.4
CAP	Cell Ontology term	797	CAPILLARY ENDOTHELIAL CELL	capillary endothelial cell	cap|2855|Prelim annotation	901	4	7	0.25
CAP	Cell Ontology term	798	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|2855|Prelim annotation	901	1	13	0.0
CAP	Cell Ontology term	799	ENDOTHELIAL CELL OF LYMPHATIC VESSEL	endothelial cell of lymphatic vessel	cap|2855|Prelim annotation	901	3	13	0.6666666666666666
CAP	Cell Ontology term	800	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|2855|Prelim annotation	901	5	11	0.6
CAP	Cell Ontology term	801	COLONOCYTE	colonocyte	cap|2856|Prelim annotation	901	2	2	0.0
CAP	Cell Ontology term	803	COLONOCYTE	colonocyte	cap|2856|Prelim annotation	901	2	2	0.0
CAP	Cell Ontology term	804	COLONOCYTE	colonocyte	cap|2856|Prelim annotation	901	3	2	0.0
CAP	Cell Ontology term	805	COLONOCYTE	colonocyte	cap|2856|Prelim annotation	901	5	2	0.2
CAP	Cell Ontology term	807	TYPE EC ENTEROENDOCRINE CELL	type EC enteroendocrine cell	cap|2856|Prelim annotation	901	3	1	0.0
CAP	Cell Ontology term	809	ENTEROCYTE	enterocyte	cap|2856|Prelim annotation	901	2	3	0.0
CAP	Cell Ontology term	810	BEST 4 ENTEROCYTE	BEST4+ enterocyte	cap|2856|Prelim annotation	901	2	1	0.0
CAP	Cell Ontology term	815	M CELL OF GUT	M cell of gut	cap|2856|Prelim annotation	901	10	1	0.0
CAP	Cell Ontology term	816	MONOCYTE	monocyte	cap|2856|Prelim annotation	901	7	11	0.5714285714285714
CAP	Cell Ontology term	819	PANETH CELL	paneth cell	cap|2856|Prelim annotation	901	6	1	0.5
CAP	Cell Ontology term	820	TRANSIT AMPLIFYING CELL	transit amplifying cell	cap|2856|Prelim annotation	901	5	1	0.0
CAP	Cell Ontology term	824	MEMORY B CELL	memory B cell	cap|2857|Prelim annotation	901	2	5	0.5
CAP	Cell Ontology term	825	NAIVE T CELL	Naive T cell	cap|2857|Prelim annotation	901	2	3	0.0
CAP	Cell Ontology term	826	T FOLLICULAR HELPER CELL	T follicular helper cell	cap|2857|Prelim annotation	901	3	2	0.6666666666666666
CAP	Cell Ontology term	829	REGULATORY T CELL	regulatory T cell	cap|2857|Prelim annotation	901	4	9	0.75
CAP	Cell Ontology term	830	EFFECTOR MEMORY CD 8 POSITIVE ALPHA BETA T CELL	effector memory CD8-positive, alpha-beta T cell	cap|2857|Prelim annotation	901	3	1	0.0
CAP	Cell Ontology term	833	EXHAUSTED T CELL	exhausted T cell	cap|2857|Prelim annotation	901	4	1	0.25
CAP	Cell Ontology term	836	CENTROBLAST	centroblast	cap|2857|Prelim annotation	901	5	4	0.4
CAP	Cell Ontology term	837	CENTROCYTE	centrocyte	cap|2857|Prelim annotation	901	3	3	0.3333333333333333
CAP	Cell Ontology term	841	GROUP 3 INNATE LYMPHOID CELL HUMAN	group 3 innate lymphoid cell, human	cap|2857|Prelim annotation	901	1	2	0.0
CAP	Cell Ontology term	842	CYCLING T CELL	cycling T cell	cap|2857|Prelim annotation	901	2	6	0.5
CAP	Cell Ontology term	843	GAMMA DELTA T CELL	gamma-delta T cell	cap|2857|Prelim annotation	901	6	4	0.6666666666666666
CAP	Cell Ontology term	844	MUCOSAL ASSOCIATED INVARIANT T CELL	mucosal-associated invariant T cell	cap|2857|Prelim annotation	901	4	5	0.0
CAP	Cell Ontology term	845	MATURE NK T CELL	mature NK T cell	cap|2857|Prelim annotation	901	3	3	0.0
CAP	Cell Ontology term	847	MEMORY B CELL	memory B cell	cap|2858|hgca_celltype_v0	901	2	5	0.5
CAP	Cell Ontology term	848	NAIVE T CELL	naive T cell	cap|2858|hgca_celltype_v0	901	2	3	0.0
CAP	Cell Ontology term	849	T FOLLICULAR HELPER CELL	T follicular helper cell	cap|2858|hgca_celltype_v0	901	2	2	0.5
CAP	Cell Ontology term	852	REGULATORY T CELL	regulatory T cell	cap|2858|hgca_celltype_v0	901	4	9	0.75
CAP	Cell Ontology term	853	EFFECTOR MEMORY CD 8 POSITIVE ALPHA BETA T CELL	effector memory CD8-positive, alpha-beta T cell	cap|2858|hgca_celltype_v0	901	3	1	0.0
CAP	Cell Ontology term	856	EXHAUSTED T CELL	exhausted T cell	cap|2858|hgca_celltype_v0	901	4	1	0.25
CAP	Cell Ontology term	859	COLONOCYTE	colonocyte	cap|2858|hgca_celltype_v0	901	2	2	0.0
CAP	Cell Ontology term	861	COLONOCYTE	colonocyte	cap|2858|hgca_celltype_v0	901	2	2	0.0
CAP	Cell Ontology term	862	COLONOCYTE	colonocyte	cap|2858|hgca_celltype_v0	901	2	2	0.0
CAP	Cell Ontology term	863	COLONOCYTE	colonocyte	cap|2858|hgca_celltype_v0	901	5	2	0.2
CAP	Cell Ontology term	865	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|2858|hgca_celltype_v0	901	5	16	0.8
CAP	Cell Ontology term	867	DENDRITIC CELL	dendritic cell	cap|2858|hgca_celltype_v0	901	4	19	0.5
CAP	Cell Ontology term	868	TYPE EC ENTEROENDOCRINE CELL	type EC enteroendocrine cell	cap|2858|hgca_celltype_v0	901	3	1	0.0
CAP	Cell Ontology term	870	ENTEROCYTE	enterocyte	cap|2858|hgca_celltype_v0	901	1	3	0.0
CAP	Cell Ontology term	871	BEST 4 ENTEROCYTE	BEST4+ enterocyte	cap|2858|hgca_celltype_v0	901	2	1	0.0
CAP	Cell Ontology term	872	ENTEROCYTE	enterocyte	cap|2858|hgca_celltype_v0	901	2	3	0.0
CAP	Cell Ontology term	873	ENTEROCYTE	enterocyte	cap|2858|hgca_celltype_v0	901	5	3	0.0
CAP	Cell Ontology term	875	EPITHELIAL CELL	epithelial cell	cap|2858|hgca_celltype_v0	901	1	16	0.0
CAP	Cell Ontology term	876	FIBROBLASTIC RETICULAR CELL	fibroblastic reticular cell	cap|2858|hgca_celltype_v0	901	2	2	0.5
CAP	Cell Ontology term	877	FOLLICULAR DENDRITIC CELL	follicular dendritic cell	cap|2858|hgca_celltype_v0	901	2	4	1.0
CAP	Cell Ontology term	879	FIBROBLAST	fibroblast	cap|2858|hgca_celltype_v0	901	3	30	0.0
CAP	Cell Ontology term	880	MYOFIBROBLAST CELL	myofibroblast cell	cap|2858|hgca_celltype_v0	901	2	4	0.5
CAP	Cell Ontology term	882	FIBROBLAST	fibroblast	cap|2858|hgca_celltype_v0	901	6	30	0.16666666666666666
CAP	Cell Ontology term	885	CENTROBLAST	centroblast	cap|2858|hgca_celltype_v0	901	5	4	0.4
CAP	Cell Ontology term	886	CENTROCYTE	centrocyte	cap|2858|hgca_celltype_v0	901	3	3	0.3333333333333333
CAP	Cell Ontology term	890	GRANULOCYTE	granulocyte	cap|2858|hgca_celltype_v0	901	3	2	0.0
CAP	Cell Ontology term	891	MAST CELL	mast cell	cap|2858|hgca_celltype_v0	901	4	12	0.75
CAP	Cell Ontology term	892	NATURAL KILLER CELL	natural killer cell	cap|2858|hgca_celltype_v0	901	4	8	0.75
