resource	label_basis	profile_idx	normalized_cell_type	cell_type	context_uid	comparison_context	n_local_markers	n_comparison_profiles	observed_global_recovery
CAP	Cell Ontology term	1133	MUCOSAL ASSOCIATED INVARIANT T CELL	mucosal-associated invariant T cell	cap|3021|lvl3_cell_types	934	2	2	0.0
CAP	Cell Ontology term	1134	NEUTROPHIL	neutrophil	cap|3021|lvl3_cell_types	934	4	4	1.0
CAP	Cell Ontology term	1135	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|3021|lvl3_cell_types	934	7	9	0.8571428571428571
CAP	Cell Ontology term	1136	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3021|lvl3_cell_types	934	1	3	0.0
CAP	Cell Ontology term	1137	CYCLING T CELL	cycling T cell	cap|3021|lvl3_cell_types	934	1	3	1.0
CAP	Cell Ontology term	1139	FIBRO ADIPOGENIC PROGENITOR CELL	fibro/adipogenic progenitor cell	cap|3021|lvl3_cell_types	934	3	3	0.0
CAP	Cell Ontology term	1140	REGULATORY T CELL	regulatory T cell	cap|3021|lvl3_cell_types	934	3	6	1.0
CAP	Cell Ontology term	1141	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|3021|lvl3_cell_types	934	1	8	1.0
CAP	Cell Ontology term	1142	MACROPHAGE	macrophage	cap|3052|author_cell_type	947	2	11	1.0
CAP	Cell Ontology term	1143	MACROPHAGE	macrophage	cap|3052|author_cell_type	947	2	11	1.0
CAP	Cell Ontology term	1144	MONOCYTE	monocyte	cap|3052|author_cell_type	947	3	13	0.6666666666666666
CAP	Cell Ontology term	1145	NATURAL KILLER CELL	natural killer cell	cap|3052|author_cell_type	947	2	9	1.0
CAP	Cell Ontology term	1146	NATURAL KILLER CELL	natural killer cell	cap|3052|author_cell_type	947	2	9	0.0
CAP	Cell Ontology term	1147	PERICYTE	pericyte	cap|3052|author_cell_type	947	5	12	0.8
CAP	Cell Ontology term	1148	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3052|author_cell_type	947	3	1	0.6666666666666666
CAP	Cell Ontology term	1149	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3052|author_cell_type	947	3	1	0.0
CAP	Cell Ontology term	1150	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3053|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1151	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3053|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1152	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3053|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1153	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3053|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1154	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3053|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1157	FIBROBLAST	fibroblast	cap|3054|author_cell_type	947	3	33	0.6666666666666666
CAP	Cell Ontology term	1158	MACROPHAGE	macrophage	cap|3054|author_cell_type	947	3	11	1.0
CAP	Cell Ontology term	1159	PERICYTE	pericyte	cap|3054|author_cell_type	947	3	12	1.0
CAP	Cell Ontology term	1160	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3054|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1161	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3054|author_cell_type	947	3	1	0.0
CAP	Cell Ontology term	1162	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3054|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1163	NON MYELINATING SCHWANN CELL	non-myelinating Schwann cell	cap|3054|author_cell_type	947	3	4	0.6666666666666666
CAP	Cell Ontology term	1164	BLOOD VESSEL SMOOTH MUSCLE CELL	blood vessel smooth muscle cell	cap|3054|author_cell_type	947	1	2	0.0
CAP	Cell Ontology term	1165	BLOOD VESSEL SMOOTH MUSCLE CELL	blood vessel smooth muscle cell	cap|3054|author_cell_type	947	1	2	0.0
CAP	Cell Ontology term	1166	MACROPHAGE	macrophage	cap|3055|author_cell_type	947	3	11	1.0
CAP	Cell Ontology term	1167	PERICYTE	pericyte	cap|3055|author_cell_type	947	1	12	0.0
CAP	Cell Ontology term	1168	PERICYTE	pericyte	cap|3055|author_cell_type	947	1	12	0.0
CAP	Cell Ontology term	1169	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3055|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1170	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3055|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1171	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3055|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1172	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3055|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1173	RETINAL PIGMENT EPITHELIAL CELL	retinal pigment epithelial cell	cap|3055|author_cell_type	947	1	1	0.0
CAP	Cell Ontology term	1174	PERICYTE	pericyte	cap|3056|author_cell_type	947	1	12	0.0
CAP	Cell Ontology term	1175	PERICYTE	pericyte	cap|3056|author_cell_type	947	1	12	0.0
CAP	Cell Ontology term	1176	BLOOD VESSEL SMOOTH MUSCLE CELL	blood vessel smooth muscle cell	cap|3056|author_cell_type	947	1	2	0.0
CAP	Cell Ontology term	1177	BLOOD VESSEL SMOOTH MUSCLE CELL	blood vessel smooth muscle cell	cap|3056|author_cell_type	947	1	2	0.0
CAP	Cell Ontology term	1180	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|3057|author_cell_type	947	2	12	0.5
CAP	Cell Ontology term	1185	CD 16 POSITIVE CD 56 DIM NATURAL KILLER CELL HUMAN	CD16-positive, CD56-dim natural killer cell, human	cap|591|author_cell_type	336	2	7	0.5
CAP	Cell Ontology term	1189	CD 16 NEGATIVE CD 56 BRIGHT NATURAL KILLER CELL HUMAN	CD16-negative, CD56-bright natural killer cell, human	cap|591|author_cell_type	336	4	4	1.0
CAP	Cell Ontology term	1193	CD 1 C POSITIVE MYELOID DENDRITIC CELL	CD1c-positive myeloid dendritic cell	cap|591|author_cell_type	336	3	5	1.0
CAP	Cell Ontology term	1197	MEMORY B CELL	memory B cell	cap|591|author_cell_type	336	1	5	0.0
CAP	Cell Ontology term	1200	REGULATORY T CELL	regulatory T cell	cap|591|author_cell_type	336	4	10	0.75
CAP	Cell Ontology term	1202	CENTROBLAST	centroblast	cap|816|celltype	387	2	5	0.5
CAP	Cell Ontology term	1204	CENTROCYTE	centrocyte	cap|816|celltype	387	3	4	0.3333333333333333
CAP	Cell Ontology term	1205	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|816|celltype	387	2	16	1.0
CAP	Cell Ontology term	1207	DENDRITIC CELL	dendritic cell	cap|816|celltype	387	1	18	1.0
CAP	Cell Ontology term	1208	EPITHELIAL CELL	epithelial cell	cap|816|celltype	387	4	15	0.25
CAP	Cell Ontology term	1210	ENDOTHELIAL CELL OF ARTERY	endothelial cell of artery	cap|816|celltype	387	2	10	0.0
CAP	Cell Ontology term	1211	CAPILLARY ENDOTHELIAL CELL	capillary endothelial cell	cap|816|celltype	387	1	8	1.0
CAP	Cell Ontology term	1212	MURAL CELL	mural cell	cap|816|celltype	387	1	5	0.0
CAP	Cell Ontology term	1213	VEIN ENDOTHELIAL CELL	vein endothelial cell	cap|816|celltype	387	3	12	1.0
CAP	Cell Ontology term	1215	FIBROBLAST	fibroblast	cap|816|celltype	387	4	33	0.5
CAP	Cell Ontology term	1216	FOLLICULAR DENDRITIC CELL	follicular dendritic cell	cap|816|celltype	387	3	4	0.6666666666666666
CAP	Cell Ontology term	1218	FOLLICULAR DENDRITIC CELL	follicular dendritic cell	cap|816|celltype	387	1	4	0.0
CAP	Cell Ontology term	1219	GOBLET CELL	goblet cell	cap|816|celltype	387	3	6	1.0
CAP	Cell Ontology term	1220	MACROPHAGE	macrophage	cap|816|celltype	387	1	14	1.0
CAP	Cell Ontology term	1221	CONVENTIONAL DENDRITIC CELL	conventional dendritic cell	cap|816|celltype	387	2	16	0.0
CAP	Cell Ontology term	1222	DENDRITIC CELL	dendritic cell	cap|816|celltype	387	1	18	0.0
CAP	Cell Ontology term	1223	M CELL OF GUT	M cell of gut	cap|816|celltype	387	2	2	0.5
CAP	Cell Ontology term	1224	MONOCYTE	monocyte	cap|816|celltype	387	4	12	1.0
CAP	Cell Ontology term	1226	MONOCYTE	monocyte	cap|816|celltype	387	1	12	0.0
CAP	Cell Ontology term	1228	DENDRITIC CELL	dendritic cell	cap|816|celltype	387	1	18	0.0
CAP	Cell Ontology term	1229	MAST CELL	mast cell	cap|816|celltype	387	6	13	0.5
CAP	Cell Ontology term	1231	MYOFIBROBLAST CELL	myofibroblast cell	cap|816|celltype	387	2	5	0.0
CAP	Cell Ontology term	1232	NATURAL KILLER CELL	natural killer cell	cap|816|celltype	387	3	9	0.6666666666666666
CAP	Cell Ontology term	1233	PANETH CELL	paneth cell	cap|816|celltype	387	2	2	1.0
CAP	Cell Ontology term	1234	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|816|celltype	387	1	13	1.0
CAP	Cell Ontology term	1240	SECRETORY CELL	secretory cell	cap|816|celltype	387	2	1	0.0
CAP	Cell Ontology term	1242	NATURAL KILLER CELL	natural killer cell	cap|816|celltype	387	5	9	0.2
CAP	Cell Ontology term	1243	T CELL	T cell	cap|816|celltype	387	5	9	0.0
CAP	Cell Ontology term	1245	INTESTINAL TUFT CELL	intestinal tuft cell	cap|816|celltype	387	2	2	0.0
CAP	Cell Ontology term	1246	DENDRITIC CELL	dendritic cell	cap|825|cell_type_azimuth	389	5	19	0.4
CAP	Cell Ontology term	1247	B CELL	B cell	cap|825|cell_type_azimuth	389	5	22	0.0
CAP	Cell Ontology term	1248	MEMORY B CELL	memory B cell	cap|825|cell_type_azimuth	389	3	4	0.0
CAP	Cell Ontology term	1250	NAIVE T CELL	naive T cell	cap|825|cell_type_azimuth	389	1	3	0.0
CAP	Cell Ontology term	1253	T FOLLICULAR HELPER CELL	T follicular helper cell	cap|825|cell_type_azimuth	389	4	2	0.25
CAP	Cell Ontology term	1254	T FOLLICULAR HELPER CELL	T follicular helper cell	cap|825|cell_type_azimuth	389	2	2	0.0
CAP	Cell Ontology term	1255	REGULATORY T CELL	regulatory T cell	cap|825|cell_type_azimuth	389	5	10	0.6
CAP	Cell Ontology term	1257	CD 8 POSITIVE ALPHA BETA CYTOTOXIC T CELL	CD8-positive, alpha-beta cytotoxic T cell	cap|825|cell_type_azimuth	389	2	5	0.0
CAP	Cell Ontology term	1262	T CELL	T cell	cap|825|cell_type_azimuth	389	1	10	0.0
CAP	Cell Ontology term	1263	DENDRITIC CELL	dendritic cell	cap|825|cell_type_azimuth	389	4	19	0.5
CAP	Cell Ontology term	1265	CENTROBLAST	centroblast	cap|825|cell_type_azimuth	389	2	3	0.0
CAP	Cell Ontology term	1268	MEMORY B CELL	memory B cell	cap|825|cell_type_azimuth	389	4	4	0.0
CAP	Cell Ontology term	1269	FOLLICULAR DENDRITIC CELL	follicular dendritic cell	cap|825|cell_type_azimuth	389	1	4	1.0
CAP	Cell Ontology term	1270	GRANULOCYTE	granulocyte	cap|825|cell_type_azimuth	389	4	3	0.25
CAP	Cell Ontology term	1273	CENTROCYTE	centrocyte	cap|825|cell_type_azimuth	389	2	3	0.0
CAP	Cell Ontology term	1275	MAST CELL	mast cell	cap|825|cell_type_azimuth	389	3	13	1.0
CAP	Cell Ontology term	1276	PLASMA CELL	plasma cell	cap|825|cell_type_azimuth	389	2	7	0.0
CAP	Cell Ontology term	1277	MACROPHAGE	macrophage	cap|825|cell_type_azimuth	389	2	13	0.5
CAP	Cell Ontology term	1278	NATURAL KILLER CELL	natural killer cell	cap|825|cell_type_azimuth	389	4	10	0.75
CAP	Cell Ontology term	1279	CD 16 NEGATIVE CD 56 BRIGHT NATURAL KILLER CELL HUMAN	CD16-negative, CD56-bright natural killer cell, human	cap|825|cell_type_azimuth	389	3	4	0.3333333333333333
CAP	Cell Ontology term	1282	PLASMA CELL	plasma cell	cap|825|cell_type_azimuth	389	2	7	0.5
CAP	Cell Ontology term	1283	PLASMACYTOID DENDRITIC CELL	plasmacytoid dendritic cell	cap|825|cell_type_azimuth	389	3	13	1.0
CAP	Cell Ontology term	1286	MEMORY B CELL	memory B cell	cap|825|cell_type_azimuth	389	2	4	0.0
