local_label	global_label	context	rank	feature_id	feature_name	score	log2fc	pct_in	pct_out
mature LAMs	Macrophages	local	97	ENSG00000136810	TXN	11.8515712323992	0.5709267032658776	0.7947269303201506	0.5545048399106478
mature LAMs	Macrophages	local	98	ENSG00000167613	LAIR1	11.769772841572935	1.2348393153267132	0.4858757062146893	0.21630677587490693
mature LAMs	Macrophages	local	99	ENSG00000118855	MFSD1	11.732108756507076	0.681450963209357	0.7137476459510358	0.47180441796971956
mature LAMs	Macrophages	local	100	ENSG00000146376	ARHGAP18	11.686367572690658	1.5363242197107712	0.4199623352165725	0.14802680565897244
mature LAMs	Macrophages	local	101	ENSG00000167004	PDIA3	11.647829751348617	0.7146482086730509	0.6892655367231638	0.44899478778853313
mature LAMs	Macrophages	local	102	ENSG00000044574	HSPA5	11.614510383623385	0.9740153493453371	0.583804143126177	0.3370067014147431
mature LAMs	Macrophages	local	103	ENSG00000213614	HEXA	11.608787607083315	1.1284041467834531	0.5084745762711864	0.24187143211715065
mature LAMs	Macrophages	local	104	ENSG00000185896	LAMP1	11.54627700157331	1.0296369957758993	0.5499058380414312	0.2938198064035741
mature LAMs	Macrophages	local	105	ENSG00000130830	MPP1	11.431921655979645	1.1386233981740013	0.4990583804143126	0.23948870687515514
mature LAMs	Macrophages	local	106	ENSG00000185624	P4HB	11.401357131880156	0.8726818860400193	0.60075329566855	0.35443037974683544
mature LAMs	Macrophages	local	107	ENSG00000158714	SLAMF8	11.307147295819753	1.6286568656183578	0.384180790960452	0.1307024075452966
mature LAMs	Macrophages	local	108	ENSG00000170017	ALCAM	11.272201970819724	2.010420846858003	0.3333333333333333	0.08979895755770663
mature LAMs	Macrophages	local	109	ENSG00000169413	RNASE6	11.241292857528709	0.5424848997788656	0.7853107344632768	0.5362124596674113
mature LAMs	Macrophages	local	110	ENSG00000027697	IFNGR1	11.238410748615722	0.4863207929575414	0.8041431261770244	0.6179200794241747
mature LAMs	Macrophages	local	111	ENSG00000205581	HMGN1	11.222129132079472	0.6642582769648544	0.6892655367231638	0.4343757756267064
mature LAMs	Macrophages	local	112	ENSG00000164111	ANXA5	11.21485715074572	0.37770799618346407	0.8700564971751412	0.7270042194092827
mature LAMs	Macrophages	local	113	ENSG00000143153	ATP1B1	11.109536565377915	1.5129636124326669	0.3954802259887006	0.13608835939439068
mature LAMs	Macrophages	local	114	ENSG00000188042	ARL4C	11.10638402590018	1.2071613992284222	0.4726930320150659	0.2066517746339042
mature LAMs	Macrophages	local	115	ENSG00000148180	GSN	11.100107303152955	1.1210674685211348	0.4971751412429379	0.2641350210970464
mature LAMs	Macrophages	local	116	ENSG00000198886	MT-ND4	11.078173852483404	0.12112040741785027	0.9943502824858758	0.9669645073219161
mature LAMs	Macrophages	local	117	ENSG00000002586	CD99_ENSG00000002586	11.036386416933746	0.8455857052601067	0.5894538606403014	0.3279970215934475
mature LAMs	Macrophages	local	118	ENSG00000176978	DPP7	11.004173417476693	0.7165172471200747	0.6497175141242938	0.4017374038222884
mature LAMs	Macrophages	local	119	ENSG00000170348	TMED10	10.984256754483525	0.7287710454539144	0.6497175141242938	0.38647307024075456
mature LAMs	Macrophages	local	120	ENSG00000095794	CREM	10.983223871382174	0.9041961189178809	0.5800376647834274	0.3182179200794242
mature LAMs	Macrophages	local	121	ENSG00000113648	MACROH2A1	10.9576629394037	0.3924745473906431	0.8606403013182674	0.6947877885331347
mature LAMs	Macrophages	local	122	ENSG00000109971	HSPA8	10.922644099059605	0.3702536738195512	0.8738229755178908	0.7187391412261107
mature LAMs	Macrophages	local	123	ENSG00000089157	RPLP0	10.909591151459896	0.1587742393162994	0.9830508474576272	0.9443286175229586
mature LAMs	Macrophages	local	124	ENSG00000166794	PPIB	10.903739283360766	0.6635127900914467	0.67984934086629	0.4725986597170514
mature LAMs	Macrophages	local	125	ENSG00000100979	PLTP	10.899879224894294	1.7206232258758651	0.35969868173258	0.10409530900967982
mature LAMs	Macrophages	local	126	ENSG00000129538	RNASE1	10.802380806748781	2.995933727927993	0.2655367231638418	0.0420451724993795
mature LAMs	Macrophages	local	127	ENSG00000182578	CSF1R	10.724929858014033	0.6422993697294874	0.6854990583804144	0.4340779349714569
mature LAMs	Macrophages	local	128	ENSG00000114850	SSR3	10.721647048138843	0.5886137767251985	0.7175141242937854	0.49587987093571606
mature LAMs	Macrophages	local	129	ENSG00000143198	MGST3	10.682557780747587	0.701521952691025	0.6534839924670434	0.4180938198064036
mature LAMs	Macrophages	local	130	ENSG00000145050	MANF	10.656922749197335	1.3438767714287967	0.4180790960451977	0.17058823529411765
mature LAMs	Macrophages	local	131	ENSG00000102032	RENBP	10.619934367624722	1.2080305564956975	0.4350282485875706	0.17728965003723007
mature LAMs	Macrophages	local	132	ENSG00000132514	CLEC10A	10.615226057421355	1.0322627074364827	0.4934086629001883	0.22263588979895757
mature LAMs	Macrophages	local	133	ENSG00000135821	GLUL	10.580848010627825	0.3482366686455617	0.8945386064030132	0.7516257135765698
mature LAMs	Macrophages	local	134	ENSG00000182718	ANXA2	10.55526592713719	0.40099638740736004	0.8455743879472694	0.694415487714073
mature LAMs	Macrophages	local	135	ENSG00000122705	CLTA	10.546738894662012	0.4672479049579419	0.7928436911487758	0.5982377761231075
mature LAMs	Macrophages	local	136	ENSG00000080824	HSP90AA1	10.522871531347901	0.27297019941849665	0.9378531073446328	0.8170761975676346
mature LAMs	Macrophages	local	137	ENSG00000177606	JUN	10.516283273094995	0.8525718844068015	0.5894538606403014	0.32459667411268306
mature LAMs	Macrophages	local	138	ENSG00000145703	IQGAP2	10.50257650290509	0.9516920649537893	0.5216572504708098	0.28133531893770164
mature LAMs	Macrophages	local	139	ENSG00000181467	RAP2B	10.488130025362334	1.1841738053624231	0.4463276836158192	0.19808885579548274
mature LAMs	Macrophages	local	140	ENSG00000117691	NENF	10.449009765868121	0.838190556711499	0.568738229755179	0.31613303549267807
mature LAMs	Macrophages	local	141	ENSG00000196230	TUBB	10.43865992410683	0.719704159292673	0.632768361581921	0.40474063042938696
mature LAMs	Macrophages	local	142	ENSG00000064601	CTSA	10.380470215900274	0.9373243410820333	0.5254237288135594	0.278927773641102
mature LAMs	Macrophages	local	143	ENSG00000003056	M6PR	10.336067814376534	0.6353825607941921	0.664783427495292	0.4286919831223629
mature LAMs	Macrophages	local	144	ENSG00000182372	CLN8	10.326864130927985	1.0903832260448973	0.4632768361581921	0.2184909406800695
mature LAMs	Macrophages	local	145	ENSG00000074842	MYDGF	10.26096499585658	0.728656505046706	0.6177024482109228	0.3783320923306031
mature LAMs	Macrophages	local	146	ENSG00000067082	KLF6	10.256752667684458	0.4661490100871963	0.8097928436911488	0.6239017125837677
mature LAMs	Macrophages	local	147	ENSG00000135838	NPL	10.208164554270308	1.3019439336868974	0.391713747645951	0.15408289898237776
mature LAMs	Macrophages	local	148	ENSG00000139832	RAB20	10.206641229197347	0.9028449422646178	0.5235404896421846	0.2724000992802184
mature LAMs	Macrophages	local	149	ENSG00000117318	ID3	10.20320741192979	1.9716277317719344	0.3013182674199623	0.0771903698188136
mature LAMs	Macrophages	local	150	ENSG00000171860	C3AR1	10.145405555046986	0.573165295240596	0.7062146892655368	0.4806899975179945
mature LAMs	Macrophages	local	151	ENSG00000118292	C1orf54	10.116975437721411	0.9699197068132425	0.4971751412429379	0.22474559444030776
mature LAMs	Macrophages	local	152	ENSG00000136156	ITM2B	10.089976895602723	0.16067323633222944	0.9887005649717514	0.9378257632166791
mature LAMs	Macrophages	local	153	ENSG00000147872	PLIN2	10.06764881447884	0.590852447288595	0.7024482109227872	0.4991064780342517
mature LAMs	Macrophages	local	154	ENSG00000181163	NPM1	10.052014039632486	0.2909309010319619	0.8926553672316384	0.7728965003723008
mature LAMs	Macrophages	local	155	ENSG00000101160	CTSZ	10.0362327714869	0.5944278096548021	0.704331450094162	0.5019856043683296
